반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,운용부서,물품상태,사유
2025-03-20,2025-03-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601799,2016-10-02,11530000,공과대학,중고품,불용결정
2020-10-12,2020-10-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601800,2016-10-02,11530000,공과대학,정비필요품,고장/파손
2022-05-24,2022-05-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601801,2016-10-02,11530000,공과대학,정비필요품,고장/파손
2025-05-22,2025-05-25,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601802,2016-10-02,11530000,공과대학,중고품,사업종료
2018-05-27,2018-05-30,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601803,2016-10-02,11530000,공과대학,중고품,불용결정
2023-11-02,2023-11-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601804,2016-10-02,11530000,공과대학,폐품,사용연한경과
2023-06-16,2023-06-19,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601805,2016-10-02,11530000,공과대학,폐품,사용연한경과
2022-02-24,2022-02-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111601807,2016-10-02,11530000,공과대학,중고품,불용결정
2020-07-09,2020-07-12,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111701809,2017-10-19,16853000,중앙도서관,정비필요품,고장/파손
2024-01-23,2024-01-26,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111701814,2017-10-19,16853000,중앙도서관,폐품,사용연한경과
2026-01-20,2026-01-23,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111801857,2018-12-29,315000,시설팀,중고품,불용결정
2023-11-25,2023-11-28,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111801860,2018-03-10,11541000,경영대학,정비필요품,고장/파손
2020-09-06,2020-09-09,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111801861,2018-03-10,11541000,경영대학,폐품,사용연한경과
2019-11-08,2019-11-11,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111801862,2018-03-10,11541000,경영대학,중고품,불용결정
2019-10-13,2019-10-16,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111801865,2018-03-10,11541000,경영대학,중고품,불용결정
2021-11-10,2021-11-13,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111901866,2019-04-01,149304000,소프트웨어융합대학,정비필요품,고장/파손
2023-09-18,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M111901868,2019-04-01,149304000,소프트웨어융합대학,중고품,잉여물품
2024-03-03,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M111901869,2019-04-01,149304000,소프트웨어융합대학,중고품,사업종료
2021-11-15,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M111901870,2019-04-01,149304000,소프트웨어융합대학,폐품,사용연한경과
2024-06-17,2024-06-20,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111901873,2019-04-01,149304000,소프트웨어융합대학,폐품,사용연한경과
2023-09-18,2023-09-21,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111901875,2019-04-01,149304000,소프트웨어융합대학,폐품,사용연한경과
2022-01-07,2022-01-10,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501876,2015-05-08,11529000,중앙도서관,중고품,불용결정
2019-06-02,2019-06-05,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501877,2015-05-08,11529000,중앙도서관,정비필요품,고장/파손
2021-06-06,2021-06-09,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501879,2015-05-08,11529000,중앙도서관,정비필요품,고장/파손
2018-01-06,2018-01-09,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501880,2015-05-08,11529000,중앙도서관,중고품,사업종료
2023-05-31,2023-06-03,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501881,2015-05-08,11529000,중앙도서관,폐품,사용연한경과
2018-11-29,2018-12-02,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501882,2015-05-08,11529000,중앙도서관,중고품,불용결정
2021-05-21,2021-05-24,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501883,2015-05-08,11529000,중앙도서관,중고품,사업종료
2022-06-10,2022-06-13,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111501884,2015-05-08,11529000,중앙도서관,정비필요품,고장/파손
2022-06-25,2022-06-28,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112001885,2020-10-02,12894000,경영대학,중고품,사업종료
2025-03-16,2025-03-19,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112001886,2020-10-02,12894000,경영대학,중고품,불용결정
2022-09-27,2022-09-30,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112001888,2020-10-02,12894000,경영대학,중고품,불용결정
2022-09-03,2022-09-06,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112001889,2020-10-02,12894000,경영대학,폐품,사용연한경과
2023-02-22,2023-02-25,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112001890,2020-10-02,12894000,경영대학,정비필요품,고장/파손
2021-10-17,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M111901891,2019-12-14,113732000,입학처,정비필요품,고장/파손
2021-09-10,2021-09-13,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111901892,2019-12-14,113732000,입학처,정비필요품,고장/파손
2024-11-06,2024-11-09,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111901893,2019-12-14,113732000,입학처,폐품,사용연한경과
2025-03-18,2025-03-21,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111901894,2019-12-14,113732000,입학처,폐품,사용연한경과
2021-06-29,2021-07-02,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111901895,2019-12-14,113732000,입학처,정비필요품,고장/파손
2018-06-10,2018-06-13,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111601902,2016-06-10,5619000,소프트웨어융합대학,폐품,사용연한경과
2024-05-13,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111601905,2016-07-22,6653000,AI연구원,정비필요품,고장/파손
2025-07-16,2025-07-19,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601907,2016-07-22,6653000,AI연구원,중고품,잉여물품
2022-05-09,,badbergjr,박대리,반려,5610151923456789,강의실 2인용 책상,M111601909,2016-07-22,6653000,AI연구원,중고품,잉여물품
2022-02-16,2022-02-19,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601912,2016-07-22,6653000,AI연구원,정비필요품,고장/파손
2020-12-24,2020-12-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601917,2016-07-22,6653000,AI연구원,정비필요품,고장/파손
2021-05-19,2021-05-22,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601918,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2023-02-04,2023-02-07,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601919,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2019-08-22,2019-08-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601920,2016-07-22,6653000,AI연구원,정비필요품,고장/파손
2021-07-09,2021-07-12,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601922,2016-07-22,6653000,AI연구원,중고품,잉여물품
2019-04-13,2019-04-16,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601923,2016-07-22,6653000,AI연구원,중고품,불용결정
2017-10-04,2017-10-07,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601925,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2023-04-02,2023-04-05,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601926,2016-07-22,6653000,AI연구원,정비필요품,고장/파손
2018-10-13,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111601927,2016-07-22,6653000,AI연구원,중고품,불용결정
2024-08-18,2024-08-21,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601929,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2018-10-16,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111601930,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2019-04-08,2019-04-11,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601931,2016-07-22,6653000,AI연구원,중고품,불용결정
2021-12-26,2021-12-29,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601932,2016-07-22,6653000,AI연구원,중고품,불용결정
2025-06-29,2025-07-02,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601933,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2020-05-30,2020-06-02,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601934,2016-07-22,6653000,AI연구원,중고품,잉여물품
2024-07-05,2024-07-08,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601935,2016-07-22,6653000,AI연구원,중고품,사업종료
2025-01-30,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111601937,2016-07-22,6653000,AI연구원,중고품,사업종료
2024-12-10,2024-12-13,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601938,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2024-12-08,2024-12-11,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601940,2016-07-22,6653000,AI연구원,중고품,사업종료
2018-11-24,2018-11-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601942,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2020-11-19,2020-11-22,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601943,2016-07-22,6653000,AI연구원,정비필요품,고장/파손
2018-03-23,2018-03-26,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601944,2016-07-22,6653000,AI연구원,폐품,사용연한경과
2023-02-17,2023-02-20,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111601945,2016-07-22,6653000,AI연구원,중고품,불용결정
2024-08-16,2024-08-19,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111901947,2019-11-13,1945000,중앙도서관,정비필요품,고장/파손
2022-05-25,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111901950,2019-11-13,1945000,중앙도서관,폐품,사용연한경과
2025-02-24,2025-02-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111901954,2019-11-13,1945000,중앙도서관,중고품,사업종료
2025-07-11,2025-07-14,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111901955,2019-11-13,1945000,중앙도서관,정비필요품,고장/파손
2022-10-08,2022-10-11,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111901956,2019-11-13,1945000,중앙도서관,폐품,사용연한경과
2023-09-22,2023-09-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111901958,2019-11-13,1945000,중앙도서관,정비필요품,고장/파손
2022-11-14,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111901960,2019-11-13,1945000,중앙도서관,폐품,사용연한경과
2021-10-02,2021-10-05,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111501965,2015-07-25,146571000,시설팀,폐품,사용연한경과
2018-11-27,2018-11-30,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111501966,2015-07-25,146571000,시설팀,정비필요품,고장/파손
2018-03-26,2018-03-29,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111501967,2015-07-25,146571000,시설팀,중고품,사업종료
2018-02-22,2018-02-25,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111501968,2015-07-25,146571000,시설팀,폐품,사용연한경과
2022-02-04,2022-02-07,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111501969,2015-07-25,146571000,시설팀,중고품,불용결정
2024-02-12,2024-02-15,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111501970,2015-07-25,146571000,시설팀,폐품,사용연한경과
2021-08-07,2021-08-10,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111901974,2019-03-18,1087000,입학처,중고품,불용결정
2021-03-05,2021-03-08,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111901975,2019-03-18,1087000,입학처,폐품,사용연한경과
2024-09-29,2024-10-02,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702019,2017-11-21,5303000,산학협력단,정비필요품,고장/파손
2025-04-29,2025-05-02,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702022,2017-11-21,5303000,산학협력단,중고품,사업종료
2025-04-11,2025-04-14,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702023,2017-11-21,5303000,산학협력단,정비필요품,고장/파손
2021-06-12,2021-06-15,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702025,2017-11-21,5303000,산학협력단,중고품,잉여물품
2023-03-15,2023-03-18,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702026,2017-11-21,5303000,산학협력단,중고품,잉여물품
2021-04-08,,badbergjr,박대리,반려,5610151923456789,강의실 2인용 책상,M111702028,2017-11-21,5303000,산학협력단,중고품,잉여물품
2024-01-28,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111702030,2017-11-21,5303000,산학협력단,중고품,불용결정
2026-01-09,2026-01-12,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702031,2017-11-21,5303000,산학협력단,폐품,사용연한경과
2024-03-03,2024-03-06,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702033,2017-11-21,5303000,산학협력단,정비필요품,고장/파손
2021-06-29,2021-07-02,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702035,2017-11-21,5303000,산학협력단,폐품,사용연한경과
2025-07-18,2025-07-21,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702038,2017-11-21,5303000,산학협력단,정비필요품,고장/파손
2021-11-22,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111702039,2017-11-21,5303000,산학협력단,중고품,불용결정
2023-11-17,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111702040,2017-11-21,5303000,산학협력단,폐품,사용연한경과
2019-11-03,2019-11-06,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702042,2017-11-21,5303000,산학협력단,중고품,불용결정
2025-12-06,2025-12-09,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702045,2017-11-21,5303000,산학협력단,폐품,사용연한경과
2019-09-10,2019-09-13,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702050,2017-11-21,5303000,산학협력단,중고품,불용결정
2019-02-07,2019-02-10,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702051,2017-11-21,5303000,산학협력단,중고품,불용결정
2025-04-06,2025-04-09,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111702052,2017-11-21,5303000,산학협력단,중고품,잉여물품
2023-08-30,2023-09-02,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112002053,2020-09-14,8212000,입학처,폐품,사용연한경과
2025-04-15,2025-04-18,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112002054,2020-09-14,8212000,입학처,중고품,불용결정
2025-03-28,2025-03-31,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112002055,2020-09-14,8212000,입학처,중고품,불용결정
2025-02-19,2025-02-22,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M112202058,2022-08-10,11477000,시설팀,폐품,사용연한경과
2023-10-20,2023-10-23,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111802065,2018-04-08,21770000,시설팀,폐품,사용연한경과
2022-10-11,2022-10-14,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111802066,2018-04-08,21770000,시설팀,정비필요품,고장/파손
2024-09-18,2024-09-21,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111802068,2018-04-08,21770000,시설팀,중고품,불용결정
2025-12-15,2025-12-18,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111802071,2018-04-08,21770000,시설팀,중고품,사업종료
2019-06-23,2019-06-26,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111802072,2018-04-08,21770000,시설팀,중고품,잉여물품
2021-03-03,2021-03-06,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702114,2017-07-17,8653000,중앙도서관,중고품,불용결정
2022-06-10,2022-06-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702115,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2025-09-18,2025-09-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702117,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2021-08-13,2021-08-16,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702119,2017-07-17,8653000,중앙도서관,중고품,불용결정
2021-12-18,2021-12-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702120,2017-07-17,8653000,중앙도서관,정비필요품,고장/파손
2018-10-12,2018-10-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702124,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2018-08-02,2018-08-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702125,2017-07-17,8653000,중앙도서관,중고품,사업종료
2025-06-23,2025-06-26,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702127,2017-07-17,8653000,중앙도서관,중고품,불용결정
2021-12-28,2021-12-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702128,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2024-02-18,2024-02-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702129,2017-07-17,8653000,중앙도서관,정비필요품,고장/파손
2025-08-22,2025-08-25,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702131,2017-07-17,8653000,중앙도서관,중고품,사업종료
2019-02-27,2019-03-02,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702132,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2021-11-19,2021-11-22,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702133,2017-07-17,8653000,중앙도서관,정비필요품,고장/파손
2019-04-10,2019-04-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702138,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2023-05-26,2023-05-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702139,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2020-11-08,2020-11-11,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702140,2017-07-17,8653000,중앙도서관,중고품,불용결정
2019-12-02,2019-12-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702141,2017-07-17,8653000,중앙도서관,중고품,불용결정
2022-06-21,2022-06-24,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702143,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2022-08-16,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111702146,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2018-09-19,2018-09-22,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702148,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2019-10-09,2019-10-12,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702150,2017-07-17,8653000,중앙도서관,중고품,불용결정
2024-05-26,2024-05-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111702151,2017-07-17,8653000,중앙도서관,폐품,사용연한경과
2024-11-27,2024-11-30,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002152,2020-07-06,3971000,총무팀,폐품,사용연한경과
2024-09-02,2024-09-05,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002154,2020-07-06,3971000,총무팀,정비필요품,고장/파손
2023-06-02,2023-06-05,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002157,2020-07-06,3971000,총무팀,정비필요품,고장/파손
2025-07-31,2025-08-03,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002160,2020-07-06,3971000,총무팀,중고품,불용결정
2024-08-04,2024-08-07,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002161,2020-07-06,3971000,총무팀,폐품,사용연한경과
2024-07-19,2024-07-22,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002162,2020-07-06,3971000,총무팀,폐품,사용연한경과
2024-11-07,2024-11-10,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002164,2020-07-06,3971000,총무팀,중고품,잉여물품
2022-01-11,2022-01-14,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002166,2020-07-06,3971000,총무팀,정비필요품,고장/파손
2023-11-07,2023-11-10,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002168,2020-07-06,3971000,총무팀,폐품,사용연한경과
2023-04-02,2023-04-05,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002169,2020-07-06,3971000,총무팀,정비필요품,고장/파손
2022-08-05,2022-08-08,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002170,2020-07-06,3971000,총무팀,폐품,사용연한경과
2022-03-20,2022-03-23,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002171,2020-07-06,3971000,총무팀,폐품,사용연한경과
2025-12-11,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M112002174,2020-07-06,3971000,총무팀,정비필요품,고장/파손
2025-08-29,2025-09-01,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002176,2020-07-06,3971000,총무팀,중고품,불용결정
2023-05-24,2023-05-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002177,2020-07-06,3971000,총무팀,중고품,불용결정
2021-10-22,2021-10-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002178,2020-07-06,3971000,총무팀,폐품,사용연한경과
2025-03-14,2025-03-17,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112002180,2020-07-06,3971000,총무팀,중고품,불용결정
2024-06-15,2024-06-18,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112102227,2021-10-19,3886000,중앙도서관,폐품,사용연한경과
2022-12-26,2022-12-29,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M112002237,2020-10-02,1538000,AI연구원,중고품,잉여물품
2021-12-22,2021-12-25,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M112002239,2020-10-02,1538000,AI연구원,폐품,사용연한경과
2022-05-06,2022-05-09,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M112002240,2020-10-02,1538000,AI연구원,폐품,사용연한경과
2022-10-20,2022-10-23,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111902252,2019-08-24,41560000,공과대학,폐품,사용연한경과
2024-12-24,2024-12-27,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111902253,2019-08-24,41560000,공과대학,정비필요품,고장/파손
2025-01-26,2025-01-29,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112202256,2022-04-21,5445000,경영대학,중고품,불용결정
2022-07-13,2022-07-16,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112002258,2020-06-10,4837000,시설팀,중고품,사업종료
2024-02-09,2024-02-12,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112002259,2020-06-10,4837000,시설팀,중고품,불용결정
2025-01-28,2025-01-31,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111702261,2017-08-03,12031000,인문대학,중고품,잉여물품
2022-07-09,2022-07-12,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111702263,2017-08-03,12031000,인문대학,중고품,불용결정
2024-07-20,2024-07-23,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111702264,2017-08-03,12031000,인문대학,중고품,잉여물품
2026-01-20,2026-01-23,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111702265,2017-08-03,12031000,인문대학,정비필요품,고장/파손
2022-09-15,2022-09-18,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111702267,2017-08-03,12031000,인문대학,정비필요품,고장/파손
2019-09-16,2019-09-19,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111702270,2017-08-03,12031000,인문대학,중고품,잉여물품
2017-08-10,2017-08-13,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111602271,2016-04-13,144033000,AI연구원,중고품,불용결정
2024-10-13,2024-10-16,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111602272,2016-04-13,144033000,AI연구원,정비필요품,고장/파손
2021-06-17,2021-06-20,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111602276,2016-04-13,144033000,AI연구원,중고품,사업종료
2021-05-29,2021-06-01,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111602278,2016-04-13,144033000,AI연구원,중고품,사업종료
2025-04-09,2025-04-12,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111602279,2016-04-13,144033000,AI연구원,중고품,사업종료
2021-08-09,2021-08-12,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111602280,2016-04-13,144033000,AI연구원,중고품,잉여물품
2021-04-03,,badbergjr,박대리,대기,4321150323456781,업무용 노트북 (Galaxy Book),M111602284,2016-02-08,5512000,경영대학,중고품,사업종료
2024-07-20,2024-07-23,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111602286,2016-02-08,5512000,경영대학,폐품,사용연한경과
2020-10-19,2020-10-22,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111502288,2015-02-20,4080000,인문대학,중고품,잉여물품
2024-01-29,2024-02-01,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111502289,2015-02-20,4080000,인문대학,폐품,사용연한경과
2016-09-29,2016-10-02,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111502290,2015-02-20,4080000,인문대학,중고품,사업종료
2026-01-13,2026-01-16,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111502291,2015-02-20,4080000,인문대학,폐품,사용연한경과
2019-06-23,2019-06-26,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111502292,2015-02-20,4080000,인문대학,정비필요품,고장/파손
2025-11-14,2025-11-17,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111502293,2015-02-20,4080000,인문대학,정비필요품,고장/파손
