불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,물품상태,사유
2021-10-25,2021-11-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811394,2018-03-17,5650000,2018-04-25,,정비필요품,수리비용과다
2019-10-25,2019-11-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811396,2018-03-17,5650000,2018-04-25,,폐품,내구연한 경과
2024-09-07,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811397,2018-03-17,5650000,2018-04-25,,폐품,내구연한 경과
2026-05-16,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811398,2018-03-17,5650000,2018-04-25,,정비필요품,수리비용과다
2025-07-14,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811399,2018-03-17,5650000,2018-04-25,,신품,활용부서 부재
2024-09-17,2024-09-24,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811401,2018-03-17,5650000,2018-04-25,,중고품,구형화
2022-09-02,2022-09-09,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811402,2018-03-17,5650000,2018-04-25,,폐품,내구연한 경과
2025-07-11,2025-07-18,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811403,2018-03-17,5650000,2018-04-25,,중고품,구형화
2021-11-13,2021-11-20,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811404,2018-03-17,5650000,2018-04-25,,폐품,내구연한 경과
2021-07-27,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811406,2018-03-17,5650000,2018-04-25,,중고품,활용부서부재
2020-10-11,2020-10-18,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811407,2018-03-17,5650000,2018-04-25,,폐품,내구연한 경과
2025-02-14,2025-02-21,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811408,2018-03-17,5650000,2018-04-25,,폐품,내구연한 경과
2023-10-28,2023-11-04,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811409,2018-03-17,5650000,2018-04-25,,폐품,내구연한 경과
2020-07-14,2020-07-21,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201811412,2018-03-17,5650000,2018-04-25,,중고품,활용부서부재
2024-08-09,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201811419,2018-07-29,4655000,2018-07-30,,폐품,내구연한 경과
2021-01-18,2021-01-25,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201811421,2018-07-29,4655000,2018-07-30,,폐품,내구연한 경과
2021-04-11,2021-04-18,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201811423,2018-07-29,4655000,2018-07-30,,중고품,활용부서부재
2021-11-26,2021-12-03,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201811424,2018-07-29,4655000,2018-07-30,,폐품,내구연한 경과
2025-05-07,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202111426,2021-06-18,246000,2021-06-22,,정비필요품,수리비용과다
2020-08-09,2020-08-16,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511430,2015-12-17,8352000,2016-01-25,,정비필요품,수리비용과다
2018-03-03,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511432,2015-12-17,8352000,2016-01-25,,중고품,구형화
2019-06-26,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511436,2015-12-17,8352000,2016-01-25,,정비필요품,수리비용과다
2020-12-13,2020-12-20,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511437,2015-12-17,8352000,2016-01-25,,중고품,활용부서부재
2024-11-12,2024-11-19,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511438,2015-12-17,8352000,2016-01-25,,정비필요품,수리비용과다
2025-12-06,2025-12-13,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511441,2015-12-17,8352000,2016-01-25,,중고품,구형화
2020-12-14,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511442,2015-12-17,8352000,2016-01-25,,폐품,내구연한 경과
2021-06-13,2021-06-20,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511444,2015-12-17,8352000,2016-01-25,,중고품,구형화
2022-11-21,2022-11-28,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511447,2015-12-17,8352000,2016-01-25,,중고품,구형화
2017-11-28,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511449,2015-12-17,8352000,2016-01-25,,중고품,구형화
2022-07-07,2022-07-14,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511450,2015-12-17,8352000,2016-01-25,,중고품,구형화
2018-04-30,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511453,2015-12-17,8352000,2016-01-25,,중고품,활용부서부재
2026-06-27,2026-07-04,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511456,2015-12-17,8352000,2016-01-25,,정비필요품,수리비용과다
2023-01-01,2023-01-08,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511457,2015-12-17,8352000,2016-01-25,,폐품,내구연한 경과
2020-11-19,2020-11-26,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511459,2015-12-17,8352000,2016-01-25,,정비필요품,수리비용과다
2023-05-25,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511460,2015-12-17,8352000,2016-01-25,,정비필요품,수리비용과다
2025-05-10,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511461,2015-12-17,8352000,2016-01-25,,폐품,내구연한 경과
2024-10-27,2024-11-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511462,2015-12-17,8352000,2016-01-25,,폐품,내구연한 경과
2023-12-04,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201511463,2015-12-17,8352000,2016-01-25,,정비필요품,수리비용과다
2020-02-28,2020-03-06,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201711465,2017-01-31,5155000,2017-04-01,,폐품,내구연한 경과
2026-02-01,2026-02-08,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202011469,2020-09-21,199000,2020-10-29,,정비필요품,수리비용과다
2024-04-28,2024-05-05,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202011470,2020-09-21,199000,2020-10-29,,폐품,내구연한 경과
2026-04-05,2026-04-12,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202011473,2020-09-21,199000,2020-10-29,,폐품,내구연한 경과
2023-06-24,2023-07-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011481,2020-05-19,5288000,2020-07-04,,정비필요품,수리비용과다
2025-03-25,2025-04-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011482,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2024-12-02,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011483,2020-05-19,5288000,2020-07-04,,중고품,구형화
2023-05-06,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011485,2020-05-19,5288000,2020-07-04,,정비필요품,수리비용과다
2022-07-27,2022-08-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011487,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2026-05-09,2026-05-16,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011489,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2023-06-18,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011490,2020-05-19,5288000,2020-07-04,,중고품,활용부서부재
2024-02-27,2024-03-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011492,2020-05-19,5288000,2020-07-04,,정비필요품,수리비용과다
2025-10-21,2025-10-28,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011493,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2025-10-05,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011494,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2024-02-04,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011496,2020-05-19,5288000,2020-07-04,,중고품,활용부서부재
2023-06-14,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011498,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2022-03-26,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011500,2020-05-19,5288000,2020-07-04,,중고품,활용부서부재
2022-12-14,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011501,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2022-11-08,2022-11-15,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011502,2020-05-19,5288000,2020-07-04,,폐품,내구연한 경과
2022-11-29,2022-12-06,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202011504,2020-05-19,5288000,2020-07-04,,중고품,구형화
2021-10-12,,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201811506,2018-12-09,1825000,2019-01-10,,폐품,내구연한 경과
2022-03-02,2022-03-09,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201811507,2018-12-09,1825000,2019-01-10,,정비필요품,수리비용과다
2022-03-22,2022-03-29,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201811508,2018-12-09,1825000,2019-01-10,,폐품,내구연한 경과
2024-01-23,2024-01-30,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201811512,2018-12-09,1825000,2019-01-10,,폐품,내구연한 경과
2026-07-03,2026-07-10,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201711513,2017-05-20,984000,2017-05-22,,폐품,내구연한 경과
2021-10-31,2021-11-07,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201711515,2017-05-20,984000,2017-05-22,,폐품,내구연한 경과
2023-03-20,,hyl0610,황팀장,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201811564,2018-04-03,196000,2018-05-25,,중고품,활용부서부재
2024-09-15,2024-09-22,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202211568,2022-12-02,175000,2022-12-04,,정비필요품,수리비용과다
2023-07-09,2023-07-16,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201811570,2018-11-20,545000,2019-01-06,,신품,활용부서 부재
2025-12-15,2025-12-22,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201811571,2018-11-20,545000,2019-01-06,,중고품,활용부서부재
2020-07-29,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201811572,2018-11-20,545000,2019-01-06,,폐품,내구연한 경과
2023-10-18,2023-10-25,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201811575,2018-11-20,545000,2019-01-06,,폐품,내구연한 경과
2021-07-30,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201811576,2018-11-20,545000,2019-01-06,,중고품,활용부서부재
2023-05-07,2023-05-14,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202011581,2020-09-25,6164000,2020-10-30,,정비필요품,수리비용과다
2024-02-22,2024-02-29,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202011582,2020-09-25,6164000,2020-10-30,,폐품,내구연한 경과
2024-07-26,2024-08-02,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202011584,2020-09-25,6164000,2020-10-30,,폐품,내구연한 경과
2022-01-26,2022-02-02,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202011586,2020-01-14,984000,2020-01-18,,폐품,내구연한 경과
2021-10-27,2021-11-03,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202011588,2020-01-14,984000,2020-01-18,,폐품,내구연한 경과
2021-07-03,2021-07-10,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202011589,2020-01-14,984000,2020-01-18,,중고품,활용부서부재
2023-07-11,2023-07-18,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201611590,2016-12-08,6447000,2017-01-20,,폐품,내구연한 경과
2023-08-16,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201611591,2016-12-08,6447000,2017-01-20,,중고품,활용부서부재
2024-10-22,2024-10-29,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201611596,2016-12-08,6447000,2017-01-20,,중고품,활용부서부재
2024-04-03,,hyl0610,황팀장,반려,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202011598,2020-01-09,3318000,2020-02-21,,폐품,내구연한 경과
2023-03-27,2023-04-03,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202011601,2020-02-05,8904000,2020-02-11,,중고품,활용부서부재
2024-01-20,2024-01-27,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202011607,2020-02-05,8904000,2020-02-11,,폐품,내구연한 경과
2025-03-14,2025-03-21,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202011609,2020-02-05,8904000,2020-02-11,,폐품,내구연한 경과
2024-12-31,2025-01-07,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202011614,2020-04-21,5296000,2020-04-23,,폐품,내구연한 경과
2024-04-06,2024-04-13,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202011615,2020-04-21,5296000,2020-04-23,,정비필요품,수리비용과다
2023-02-01,2023-02-08,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202011616,2020-04-21,5296000,2020-04-23,,정비필요품,수리비용과다
2026-06-20,2026-06-27,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202011617,2020-04-21,5296000,2020-04-23,,중고품,구형화
2025-11-28,2025-12-05,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202011618,2020-04-21,5296000,2020-04-23,,폐품,내구연한 경과
2026-02-02,2026-02-09,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202011619,2020-04-21,5296000,2020-04-23,,폐품,내구연한 경과
2025-02-14,,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202211627,2022-04-25,1317000,2022-05-01,,폐품,내구연한 경과
2023-09-23,2023-09-30,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202211633,2022-03-01,26661000,2022-03-03,,중고품,구형화
2025-07-29,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202011643,2020-03-03,822000,2020-04-08,,정비필요품,수리비용과다
2026-05-31,2026-06-07,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201511646,2015-06-28,5769000,2015-06-30,,중고품,구형화
2020-07-16,2020-07-23,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201511648,2015-06-28,5769000,2015-06-30,,폐품,내구연한 경과
2023-02-27,2023-03-06,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201911661,2019-06-09,10589000,2019-06-11,,폐품,내구연한 경과
2021-04-25,2021-05-02,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201911664,2019-06-09,10589000,2019-06-11,,정비필요품,수리비용과다
2025-11-19,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202211666,2022-10-04,2421000,2022-11-23,,중고품,구형화
2024-01-25,2024-02-01,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202211669,2022-02-05,1737000,2022-02-07,,폐품,내구연한 경과
2024-05-13,2024-05-20,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202211674,2022-02-05,1737000,2022-02-07,,중고품,구형화
2020-05-29,2020-06-05,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201611678,2016-02-12,5832000,2016-04-08,,폐품,내구연한 경과
2018-08-16,2018-08-23,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201611679,2016-02-12,5832000,2016-04-08,,폐품,내구연한 경과
2024-12-20,2024-12-27,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201611680,2016-02-12,5832000,2016-04-08,,폐품,내구연한 경과
2025-03-23,2025-03-30,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202211686,2022-06-17,6367000,2022-08-03,,정비필요품,수리비용과다
2025-02-10,2025-02-17,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202211687,2022-06-17,6367000,2022-08-03,,폐품,내구연한 경과
2026-04-12,2026-04-19,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202211689,2022-06-17,6367000,2022-08-03,,폐품,내구연한 경과
2021-10-28,2021-11-04,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202011691,2020-04-13,3190000,2020-05-29,,폐품,내구연한 경과
2026-04-05,2026-04-12,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202111693,2021-03-08,6262000,2021-04-10,,폐품,내구연한 경과
2022-10-28,2022-11-04,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202011694,2020-05-04,603000,2020-07-03,,중고품,활용부서부재
2025-12-10,2025-12-17,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202111700,2021-09-06,1966000,2021-09-09,,중고품,구형화
2024-07-07,,hyl0610,황팀장,반려,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202111705,2021-09-06,1966000,2021-09-09,,폐품,내구연한 경과
2026-02-01,2026-02-08,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201911708,2019-03-07,3013000,2019-04-16,,중고품,활용부서부재
2020-09-29,2020-10-06,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201911709,2019-03-07,3013000,2019-04-16,,폐품,내구연한 경과
2023-07-31,2023-08-07,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201911710,2019-03-07,3013000,2019-04-16,,폐품,내구연한 경과
2025-09-25,,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201611713,2016-03-22,2165000,2016-03-24,,중고품,구형화
2022-02-03,2022-02-10,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201611714,2016-03-22,2165000,2016-03-24,,정비필요품,수리비용과다
2022-02-10,,hyl0610,황팀장,반려,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201611715,2016-03-22,2165000,2016-03-24,,폐품,내구연한 경과
2024-09-16,2024-09-23,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201611716,2016-03-22,2165000,2016-03-24,,폐품,내구연한 경과
2018-05-18,2018-05-25,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201611717,2016-03-22,2165000,2016-03-24,,폐품,내구연한 경과
2025-01-17,2025-01-24,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201611718,2016-03-22,2165000,2016-03-24,,폐품,내구연한 경과
2025-09-17,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202211724,2022-07-06,3445000,2022-08-31,,정비필요품,수리비용과다
2024-11-10,2024-11-17,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202211725,2022-07-06,3445000,2022-08-31,,정비필요품,수리비용과다
2022-07-24,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202011732,2020-10-22,4865000,2020-12-05,,정비필요품,수리비용과다
2023-02-07,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202011735,2020-10-22,4865000,2020-12-05,,폐품,내구연한 경과
2023-01-01,2023-01-08,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202011736,2020-10-22,4865000,2020-12-05,,중고품,활용부서부재
2025-06-23,2025-06-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202011739,2020-10-22,4865000,2020-12-05,,폐품,내구연한 경과
2023-09-03,2023-09-10,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202011742,2020-10-22,4865000,2020-12-05,,정비필요품,수리비용과다
2025-08-26,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202211747,2022-04-15,4402000,2022-04-17,,정비필요품,수리비용과다
2025-12-03,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202211748,2022-04-15,4402000,2022-04-17,,중고품,구형화
2026-04-30,2026-05-07,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201711749,2017-10-20,670000,2017-10-21,,폐품,내구연한 경과
2024-10-11,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201711750,2017-10-20,670000,2017-10-21,,중고품,구형화
2021-11-20,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201711755,2017-10-20,670000,2017-10-21,,정비필요품,수리비용과다
2025-12-20,2025-12-27,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201811759,2018-05-15,11016000,2018-05-18,,중고품,활용부서부재
2020-08-29,2020-09-05,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201811760,2018-05-15,11016000,2018-05-18,,중고품,구형화
