G2B_목록번호,G2B_목록명,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량,승인상태,취득정리구분,운용부서코드,비고
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-07-01,2636000,2022-08-22,경상대학RC행정팀(ERICA),취득,5,10,확정,자체구입,C364,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2018-03-01,7304000,2018-03-08,경상대학RC행정팀(ERICA),취득,10,41,확정,자체구입,C364,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2015-07-19,4602000,2015-08-23,경상대학RC행정팀(ERICA),취득,5,4,확정,기증,C364,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2023-07-26,609000,2023-09-20,글로벌문화통상대학RC행정팀(ERICA),취득,8,1,확정,자체구입,C360,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2026-01-02,3810000,,글로벌문화통상대학RC행정팀(ERICA),취득,5,3,대기,자체구입,C360,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2019-10-30,3441000,2019-12-13,경상대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C364,Dolorum molestiae cupiditate nisi.
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2019-10-14,4931000,2019-10-20,학생지원팀(ERICA),취득,6,6,확정,자체구입,A320,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2019-03-20,3769000,2019-03-21,공학대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C352,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2017-09-12,3998000,2017-11-03,소프트웨어융합대학RC행정팀(ERICA),취득,8,6,확정,자체구입,C354,
4322260926066170,"라우터, Netgear, (US)PR60X",2024-12-27,3465000,,소프트웨어융합대학RC행정팀(ERICA),취득,6,7,대기,자체구입,C354,Minus animi officia quam dolore praesentium ipsum.
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2018-10-15,1637000,2018-10-20,글로벌문화통상대학RC행정팀(ERICA),취득,5,5,확정,자체제작,C360,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2024-05-23,5936000,2024-07-06,시설팀(ERICA),취득,6,7,확정,자체구입,A351,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2021-11-24,5683000,2021-11-30,경상대학RC행정팀(ERICA),취득,8,8,확정,자체구입,C364,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2017-07-21,3704000,2017-09-05,소프트웨어융합대학RC행정팀(ERICA),취득,5,10,확정,자체구입,C354,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-05-10,15179000,2024-06-15,시설팀(ERICA),취득,10,41,확정,자체구입,A351,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-04-25,11589000,2023-06-16,경상대학RC행정팀(ERICA),취득,6,6,확정,자체구입,C364,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2015-03-11,505000,2015-03-18,학생지원팀(ERICA),취득,5,2,확정,기증,A320,
4322260926066170,"라우터, Netgear, (US)PR60X",2026-01-09,2838000,,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,대기,자체구입,C354,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2018-03-06,23517000,2018-04-17,학생지원팀(ERICA),취득,7,8,확정,자체구입,A320,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2022-09-07,673000,2022-10-21,공학대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C352,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2016-11-12,2185000,2016-12-13,글로벌문화통상대학RC행정팀(ERICA),취득,10,3,확정,자체구입,C360,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2025-03-24,13527000,,시설팀(ERICA),취득,10,40,대기,자체구입,A351,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2024-10-21,2138000,2024-12-04,글로벌문화통상대학RC행정팀(ERICA),취득,5,6,확정,자체구입,C360,Iste magni at mollitia provident laboriosam.
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2019-02-18,1348000,2019-03-22,글로벌문화통상대학RC행정팀(ERICA),취득,8,2,확정,자체구입,C360,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2020-10-20,560000,2020-11-25,공학대학RC행정팀(ERICA),취득,5,9,확정,자체구입,C352,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-04-13,220000,2025-06-04,시설팀(ERICA),취득,5,4,확정,자체구입,A351,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2023-07-31,1376000,2023-09-03,시설팀(ERICA),취득,10,7,확정,자체구입,A351,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2020-07-03,6526000,2020-07-06,경상대학RC행정팀(ERICA),취득,6,8,확정,자체구입,C364,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2019-12-04,2348000,2020-01-04,시설팀(ERICA),취득,5,10,확정,자체구입,A351,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2025-07-21,3496000,,공학대학RC행정팀(ERICA),취득,6,2,대기,자체구입,C352,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2016-09-10,11981000,2016-09-16,글로벌문화통상대학RC행정팀(ERICA),취득,5,10,확정,자체구입,C360,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2016-03-05,257000,2016-03-06,글로벌문화통상대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C360,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2018-01-13,92000,2018-03-09,공학대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C352,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2020-12-09,98000,2021-02-07,공학대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C352,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2017-03-10,996000,2017-04-24,학생지원팀(ERICA),취득,5,3,확정,자체구입,A320,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2015-06-20,206000,2015-08-17,시설팀(ERICA),취득,10,1,확정,자체구입,A351,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2019-11-07,1267000,2019-11-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4322260926066170,"라우터, Netgear, (US)PR60X",2016-01-12,2690000,2016-03-06,학생지원팀(ERICA),취득,6,5,확정,기증,A320,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2021-12-08,2162000,2022-02-03,시설팀(ERICA),취득,5,8,확정,자체구입,A351,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2023-10-07,32504000,2023-12-04,시설팀(ERICA),취득,7,10,확정,자체구입,A351,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2021-07-22,389000,2021-07-23,공학대학RC행정팀(ERICA),취득,4,9,확정,자체구입,C352,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2020-01-18,5595000,2020-01-23,학생지원팀(ERICA),취득,5,5,확정,자체구입,A320,Molestias culpa unde illo aliquid qui.
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-04-09,4385000,2016-04-11,경상대학RC행정팀(ERICA),취득,10,12,확정,자체구입,C364,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2017-05-02,4324000,2017-05-09,경상대학RC행정팀(ERICA),취득,10,6,확정,자체구입,C364,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2016-12-06,1328000,2016-12-09,경상대학RC행정팀(ERICA),취득,10,7,확정,자체구입,C364,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2025-12-02,5913000,2025-12-09,경상대학RC행정팀(ERICA),취득,7,2,확정,자체구입,C364,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2023-07-08,5108000,2023-07-11,시설팀(ERICA),취득,8,8,확정,자체제작,A351,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2023-09-29,759000,2023-10-01,글로벌문화통상대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C360,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-02-14,244000,2022-04-03,학생지원팀(ERICA),취득,5,1,확정,자체구입,A320,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2022-02-28,304000,2022-03-06,글로벌문화통상대학RC행정팀(ERICA),취득,4,8,확정,자체구입,C360,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2021-05-28,1086000,2021-05-31,학생지원팀(ERICA),취득,5,1,확정,자체구입,A320,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2022-10-23,1490000,2022-11-22,학생지원팀(ERICA),취득,5,4,확정,자체구입,A320,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2019-03-30,2651000,2019-04-02,글로벌문화통상대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C360,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2024-11-07,1248000,2024-11-11,학생지원팀(ERICA),취득,10,6,확정,자체구입,A320,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2016-01-08,61000,2016-02-14,시설팀(ERICA),취득,5,1,확정,자체구입,A351,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2021-04-21,6534000,2021-05-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,8,확정,자체구입,C354,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2017-10-10,1727000,2017-12-05,공학대학RC행정팀(ERICA),취득,10,2,확정,자체구입,C352,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2026-01-01,58000,,시설팀(ERICA),취득,5,1,대기,자체구입,A351,
4322260926066170,"라우터, Netgear, (US)PR60X",2018-10-26,541000,2018-12-21,시설팀(ERICA),취득,6,1,확정,자체구입,A351,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2021-02-24,1206000,2021-04-07,공학대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C352,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-06-02,6242000,2025-06-05,시설팀(ERICA),취득,6,9,확정,자체구입,A351,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2018-10-07,361000,2018-10-13,경상대학RC행정팀(ERICA),취득,4,9,확정,자체구입,C364,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2022-08-24,15565000,2022-08-25,글로벌문화통상대학RC행정팀(ERICA),취득,7,5,확정,자체구입,C360,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2024-05-17,3240000,2024-05-18,시설팀(ERICA),취득,5,10,확정,자체구입,A351,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-03-12,1302000,2025-03-14,소프트웨어융합대학RC행정팀(ERICA),취득,10,8,확정,자체구입,C354,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2018-02-18,9394000,2018-03-25,시설팀(ERICA),취득,6,5,확정,자체구입,A351,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2019-06-22,459000,2019-06-28,시설팀(ERICA),취득,5,8,확정,자체구입,A351,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2015-06-03,6610000,2015-07-22,경상대학RC행정팀(ERICA),취득,10,28,확정,자체구입,C364,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2020-04-28,702000,2020-06-07,경상대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C364,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2025-07-19,1899000,,글로벌문화통상대학RC행정팀(ERICA),취득,5,7,대기,자체구입,C360,
4322260926066170,"라우터, Netgear, (US)PR60X",2019-08-23,4383000,2019-08-28,글로벌문화통상대학RC행정팀(ERICA),취득,6,8,확정,자체구입,C360,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2019-03-05,93000,2019-03-06,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2019-04-13,555000,2019-06-09,경상대학RC행정팀(ERICA),취득,10,3,확정,기증,C364,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-08-18,8281000,2023-10-14,시설팀(ERICA),취득,6,5,확정,자체제작,A351,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2024-03-10,3690000,,글로벌문화통상대학RC행정팀(ERICA),취득,6,4,반려,자체구입,C360,예산 초과로 인한 반려
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2016-10-19,365000,2016-10-26,경상대학RC행정팀(ERICA),취득,5,6,확정,자체구입,C364,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-05-26,1518000,2022-06-01,공학대학RC행정팀(ERICA),취득,5,6,확정,자체구입,C352,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-01-03,604000,2025-01-07,경상대학RC행정팀(ERICA),취득,5,10,확정,자체구입,C364,
4322260926066170,"라우터, Netgear, (US)PR60X",2015-01-09,2932000,2015-01-15,경상대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C364,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-07-10,281000,2025-08-16,공학대학RC행정팀(ERICA),취득,4,7,확정,기증,C352,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2025-09-12,791000,2025-09-19,소프트웨어융합대학RC행정팀(ERICA),취득,5,8,확정,자체구입,C354,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2018-12-25,6889000,2019-01-30,공학대학RC행정팀(ERICA),취득,6,7,확정,자체구입,C352,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2016-01-16,6759000,2016-03-01,학생지원팀(ERICA),취득,10,31,확정,자체구입,A320,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2017-10-28,5072000,2017-10-29,시설팀(ERICA),취득,10,28,확정,자체구입,A351,Illum quo officia hic ad doloribus nemo.
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2016-12-12,5868000,2017-01-20,시설팀(ERICA),취득,6,6,확정,자체구입,A351,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2015-10-23,9162000,,경상대학RC행정팀(ERICA),취득,10,47,반려,자체구입,C364,예산 초과로 인한 반려
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2019-07-12,222000,2019-08-12,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2021-09-08,2658000,2021-10-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,8,확정,자체구입,C354,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2025-08-19,11825000,2025-10-15,시설팀(ERICA),취득,6,6,확정,자체구입,A351,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-06-24,1291000,,학생지원팀(ERICA),취득,5,4,대기,자체구입,A320,Quidem excepturi nobis rem.
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2024-10-13,14601000,2024-10-14,경상대학RC행정팀(ERICA),취득,7,5,확정,자체구입,C364,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2019-05-27,11384000,2019-07-16,경상대학RC행정팀(ERICA),취득,6,6,확정,자체구입,C364,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2019-08-21,188000,2019-10-04,경상대학RC행정팀(ERICA),취득,4,5,확정,자체구입,C364,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2023-10-25,945000,2023-12-13,공학대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C352,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2019-02-16,651000,2019-04-08,글로벌문화통상대학RC행정팀(ERICA),취득,8,1,확정,기증,C360,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2021-02-10,5857000,2021-03-26,공학대학RC행정팀(ERICA),취득,10,7,확정,자체구입,C352,Nesciunt neque quaerat blanditiis consectetur.
4322261025578661,"허브, Belkin, (US)INC002, 7port",2017-03-09,455000,2017-04-29,공학대학RC행정팀(ERICA),취득,5,5,확정,기증,C352,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2017-08-11,7512000,2017-09-25,공학대학RC행정팀(ERICA),취득,6,9,확정,자체구입,C352,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-06-22,6200000,2024-06-28,공학대학RC행정팀(ERICA),취득,10,27,확정,자체구입,C352,
4322260926066170,"라우터, Netgear, (US)PR60X",2025-11-25,3856000,,소프트웨어융합대학RC행정팀(ERICA),취득,6,7,대기,자체구입,C354,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-05-24,17145000,2024-07-07,시설팀(ERICA),취득,10,47,확정,자체구입,A351,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2016-08-23,280000,2016-08-24,공학대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C352,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2019-01-17,16031000,2019-01-23,학생지원팀(ERICA),취득,7,5,확정,자체구입,A320,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2019-12-08,21672000,2020-01-13,시설팀(ERICA),취득,7,7,확정,자체구입,A351,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2022-06-21,1001000,2022-06-26,학생지원팀(ERICA),취득,5,3,확정,자체구입,A320,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2022-05-22,203000,2022-05-25,소프트웨어융합대학RC행정팀(ERICA),취득,4,5,확정,자체구입,C354,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2022-03-19,2176000,2022-03-22,경상대학RC행정팀(ERICA),취득,10,6,확정,자체구입,C364,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2022-10-12,269000,2022-12-01,시설팀(ERICA),취득,4,7,확정,자체구입,A351,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-10-30,5979000,2025-12-20,글로벌문화통상대학RC행정팀(ERICA),취득,10,28,확정,자체구입,C360,
4322260926066170,"라우터, Netgear, (US)PR60X",2018-01-19,2736000,2018-03-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2019-06-01,14798000,2019-07-31,공학대학RC행정팀(ERICA),취득,7,5,확정,기증,C352,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2023-11-26,164000,2023-12-02,경상대학RC행정팀(ERICA),취득,4,4,확정,자체구입,C364,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2025-10-01,13043000,,시설팀(ERICA),취득,10,36,대기,자체구입,A351,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2016-08-29,19024000,2016-10-04,시설팀(ERICA),취득,7,6,확정,기증,A351,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2025-05-04,14367000,2025-06-17,경상대학RC행정팀(ERICA),취득,6,8,확정,자체구입,C364,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-05-18,677000,2022-06-20,학생지원팀(ERICA),취득,6,1,확정,자체구입,A320,Molestias assumenda deleniti illo blanditiis non.
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2016-09-02,982000,2016-09-09,시설팀(ERICA),취득,6,1,확정,자체구입,A351,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-01-17,15620000,2024-01-21,학생지원팀(ERICA),취득,10,43,확정,자체구입,A320,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-09-14,8200000,2022-09-19,경상대학RC행정팀(ERICA),취득,6,10,확정,자체구입,C364,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2016-03-13,5474000,2016-03-20,학생지원팀(ERICA),취득,8,8,확정,자체구입,A320,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-02-12,4311000,2024-02-19,공학대학RC행정팀(ERICA),취득,10,13,확정,자체구입,C352,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2018-04-28,8424000,2018-06-10,글로벌문화통상대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C360,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2017-07-15,682000,2017-07-18,공학대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C352,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2021-10-30,1837000,2021-11-05,경상대학RC행정팀(ERICA),취득,6,2,확정,기증,C364,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-11-18,5996000,2022-12-27,글로벌문화통상대학RC행정팀(ERICA),취득,10,27,확정,자체구입,C360,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2023-01-24,1168000,2023-01-31,소프트웨어융합대학RC행정팀(ERICA),취득,10,6,확정,자체구입,C354,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-05-25,2890000,2025-05-27,공학대학RC행정팀(ERICA),취득,10,16,확정,자체구입,C352,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2017-04-08,6106000,2017-04-15,시설팀(ERICA),취득,6,7,확정,자체구입,A351,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2021-08-27,13780000,2021-08-28,경상대학RC행정팀(ERICA),취득,10,40,확정,자체구입,C364,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2015-05-30,7141000,2015-07-02,글로벌문화통상대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C360,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2020-10-30,6230000,2020-11-05,시설팀(ERICA),취득,10,29,확정,자체구입,A351,
4322260926066170,"라우터, Netgear, (US)PR60X",2015-01-04,4831000,2015-02-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,9,확정,자체구입,C354,Accusamus architecto fuga nemo.
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2025-04-13,6550000,2025-05-16,경상대학RC행정팀(ERICA),취득,7,2,확정,자체구입,C364,Modi exercitationem tenetur quos id.
4322260926066170,"라우터, Netgear, (US)PR60X",2025-12-27,4285000,2026-01-03,시설팀(ERICA),취득,6,8,확정,자체구입,A351,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-09-01,817000,2022-09-08,학생지원팀(ERICA),취득,5,3,확정,자체구입,A320,
4322260926066170,"라우터, Netgear, (US)PR60X",2016-04-26,3522000,2016-06-13,소프트웨어융합대학RC행정팀(ERICA),취득,6,6,확정,자체구입,C354,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2021-08-04,773000,2021-09-10,시설팀(ERICA),취득,5,8,확정,자체구입,A351,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2022-06-15,376000,2022-06-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2016-07-18,3050000,2016-07-20,시설팀(ERICA),취득,5,8,확정,자체구입,A351,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-04-17,9477000,2024-04-20,글로벌문화통상대학RC행정팀(ERICA),취득,10,29,확정,자체구입,C360,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2020-02-05,2874000,2020-02-07,글로벌문화통상대학RC행정팀(ERICA),취득,5,9,확정,자체구입,C360,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2019-07-29,2658000,2019-08-04,공학대학RC행정팀(ERICA),취득,5,8,확정,자체구입,C352,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-05-23,227000,2025-05-29,소프트웨어융합대학RC행정팀(ERICA),취득,4,6,확정,자체구입,C354,
