물품고유번호,G2B목록명,물품분류명,운용부서코드,운용부서명,캠퍼스,취득일자,불용일자,처분방식,물품상태,불용사유,내용연수,취득금액,운용연차,잔여내용연수,부서가혹도,누적사용부하,고장임박도,가격민감도,장비중요도,리드타임등급,취득월,구매배치ID,구매배치수량,대량구매여부,동일배치자산수,동일배치운용연차평균,월평균사용시간,주당사용일수,공용장비여부,수업사용여부,사용강도지수,누적점검수리횟수,누적수리횟수,최근1년수리횟수,최근2년수리횟수,마지막수리후경과개월,누적수리비용,취득금액대비수리비율,최대장애심각도,교체권고횟수,취득학기구분,취득학기구분_Code,신학기준비월여부,예산집행월여부,방학기간여부,부서예산등급,부서예산등급_Code,부서교체성향,부서관리성향,G2B목록명_Code,물품분류명_Code,운용부서코드_Code,캠퍼스_Code,실제수명,학습데이터여부,데이터세트구분,서비스계수,실제잔여수명,예측잔여수명,(월별)고장예상수량,안전재고,(월별)필요수량,AI예측고장일,안전버퍼,권장발주일,예측실행일자
M201500726,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-04-14,2018-08-23,폐기,폐품,수리비용과다,6,1063000,3.89,2.11,1.3,5.06,0.42,0.75,0.52,0,4,B2015000011,14,1,14,4.47,214,4,1,1,1.35,2,2,1,1,7.1,102000,0.096,3,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.89,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500727,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-04-14,2017-12-20,폐기,폐품,수리비용과다,6,1063000,2.99,3.01,1.3,3.89,0.25,0.75,0.52,0,4,B2015000011,14,1,14,4.47,204,6,1,1,1.35,3,3,2,3,2.8,134000,0.126,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.99,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M202100310,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2025-12-23,,,수리비용과다,6,1053000,4.67,1.33,1.3,6.07,0.61,0.75,0.52,0,6,B2021000012,14,1,14,3.41,216,4,1,1,1.35,8,5,2,5,4.5,103000,0.098,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202100311,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2023-12-15,폐기,폐품,노후화,6,1053000,2.79,3.21,1.3,3.63,0.22,0.75,0.52,0,6,B2021000012,14,1,14,3.41,145,4,1,1,1.35,1,1,0,1,18.1,31000,0.029,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.79,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M202100312,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2025-03-02,,,성능저하,6,1053000,4.67,1.33,1.3,6.07,0.61,0.75,0.52,0,6,B2021000012,14,1,14,3.41,180,6,0,1,1.35,5,4,0,2,15.6,148000,0.141,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202100313,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2025-01-03,폐기,폐품,고장/파손,6,1053000,3.85,2.15,1.3,5.0,0.41,0.75,0.52,0,6,B2021000012,14,1,14,3.41,173,6,1,0,1.35,3,2,1,1,4.5,136000,0.129,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.85,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M202100314,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2024-12-30,폐기,폐품,고장/파손,6,1053000,3.88,2.12,1.3,5.04,0.42,0.75,0.52,0,6,B2021000012,14,1,14,3.41,169,5,1,1,1.35,1,1,0,0,36.7,25000,0.024,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.88,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M202100315,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2025-12-04,폐기,폐품,성능저하,6,1053000,4.67,1.33,1.3,6.07,0.61,0.75,0.52,0,6,B2021000012,14,1,14,3.41,208,4,0,0,1.35,3,0,1,1,2.2,0,0.0,0,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,4.67,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M202100316,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2023-08-20,폐기,폐품,수리비용과다,6,1053000,2.57,3.43,1.3,3.34,0.18,0.75,0.52,0,6,B2021000012,14,1,14,3.41,133,5,1,0,1.35,2,1,1,2,1.7,103000,0.098,3,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.57,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M202100317,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2025-07-23,,,내용연수경과,6,1053000,4.67,1.33,1.3,6.07,0.61,0.75,0.52,0,6,B2021000012,14,1,14,3.41,209,6,1,1,1.35,3,2,0,0,29.3,191000,0.181,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202100318,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2026-01-05,폐기,폐품,고장/파손,6,1053000,4.67,1.33,1.3,6.07,0.61,0.75,0.52,0,6,B2021000012,14,1,14,3.41,135,5,1,1,1.35,2,1,0,1,12.6,14000,0.013,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,4.67,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M202100319,노트북컴퓨터,노트북컴퓨터,C188,인문과학대학RC행정팀(서울),ERICA,2021-06-13,2024-12-15,폐기,폐품,고장/파손,6,1053000,3.95,2.05,1.2,4.74,0.43,0.75,0.52,0,6,B2021000012,14,1,14,3.41,187,6,1,0,1.35,1,1,0,0,28.4,90000,0.085,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,7.158118667304319,6.407624514674722,3.95,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M202100320,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2022-08-23,폐기,폐품,노후화,6,1053000,1.37,4.63,1.3,1.78,0.05,0.75,0.52,0,6,B2021000012,14,1,14,3.41,176,6,0,0,1.35,2,1,2,2,3.6,23000,0.022,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,1.37,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M202100321,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2022-12-02,폐기,폐품,성능저하,6,1053000,1.92,4.08,1.3,2.5,0.1,0.75,0.52,0,6,B2021000012,14,1,14,3.41,174,6,1,1,1.35,3,1,1,3,11.2,13000,0.012,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,1.92,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M202100322,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2022-08-14,폐기,폐품,내구연한 경과(노후화),6,1053000,1.24,4.76,1.3,1.61,0.04,0.75,0.52,0,6,B2021000012,14,1,14,3.41,180,5,1,1,1.35,1,1,1,1,1.2,69000,0.066,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202100323,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2021-06-13,2023-12-20,폐기,폐품,노후화,6,1053000,2.78,3.22,1.3,3.61,0.21,0.75,0.52,0,6,B2021000012,14,1,14,3.41,201,5,0,1,1.35,2,1,0,2,13.4,16000,0.015,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.78,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M200901043,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2011-12-19,,,노후화,6,1023000,16.82,-10.82,1.3,21.87,1.0,0.75,0.52,0,4,B2009000013,20,1,20,4.96,200,4,1,1,1.35,3,1,0,0,172.9,18000,0.018,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200901044,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2011-12-21,폐기,폐품,노후화,6,1023000,3.05,2.95,1.3,3.96,0.26,0.75,0.52,0,4,B2009000013,20,1,20,4.96,156,4,1,1,1.35,2,1,1,1,9.8,23000,0.022,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.05,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901045,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2010-04-23,폐기,폐품,노후화,6,1023000,1.2,4.8,1.3,1.56,0.04,0.75,0.52,0,4,B2009000013,20,1,20,4.96,189,4,1,1,1.35,1,1,1,1,4.0,17000,0.017,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,1.2,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901046,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2012-02-07,폐기,폐품,고장/파손,6,1023000,3.47,2.53,1.3,4.51,0.33,0.75,0.52,0,4,B2009000013,20,1,20,4.96,208,4,1,1,1.35,2,1,0,1,15.7,28000,0.027,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.47,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901047,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2011-02-20,폐기,폐품,고장/파손,6,1023000,2.41,3.59,1.3,3.13,0.16,0.75,0.52,0,4,B2009000013,20,1,20,4.96,172,5,1,1,1.35,2,0,0,2,12.0,0,0.0,0,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.41,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901048,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2012-12-20,폐기,폐품,내용연수경과,6,1023000,4.04,1.96,1.3,5.25,0.45,0.75,0.52,0,4,B2009000013,20,1,20,4.96,146,5,1,0,1.35,4,3,2,3,6.0,69000,0.067,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,4.04,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901049,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2010-08-15,폐기,폐품,수리비용과다,6,1023000,1.77,4.23,1.3,2.3,0.09,0.75,0.52,0,4,B2009000013,20,1,20,4.96,209,4,0,0,1.35,0,0,0,0,21.2,0,0.0,0,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,1.77,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901050,노트북컴퓨터,노트북컴퓨터,C188,인문과학대학RC행정팀(서울),ERICA,2009-04-22,2011-12-02,폐기,폐품,수리비용과다,6,1023000,2.82,3.18,1.2,3.38,0.22,0.75,0.52,0,4,B2009000013,20,1,20,4.96,168,5,1,1,1.35,0,0,0,0,33.8,0,0.0,0,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,7.158118667304319,6.407624514674722,2.82,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901051,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2025-07-06,,,내용연수경과,6,1023000,16.82,-10.82,1.3,21.87,1.0,0.75,0.52,0,4,B2009000013,20,1,20,4.96,216,5,0,0,1.35,12,8,2,2,7.3,374000,0.366,3,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200901052,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2012-08-25,폐기,폐품,성능저하,6,1023000,3.75,2.25,1.3,4.88,0.39,0.75,0.52,0,4,B2009000013,20,1,20,4.96,173,6,1,1,1.35,2,1,1,1,10.6,25000,0.024,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.75,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901053,노트북컴퓨터,노트북컴퓨터,A351,시설팀(ERICA),ERICA,2009-04-22,2012-02-24,폐기,폐품,수리비용과다,6,1023000,3.54,2.46,1.0,3.54,0.35,0.75,0.52,0,4,B2009000013,20,1,20,4.96,197,4,1,1,1.35,5,3,2,2,3.2,52000,0.051,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,7.841157435422455,6.407624514674722,3.54,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901054,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2011-08-17,폐기,폐품,고장/파손,6,1023000,2.75,3.25,1.3,3.58,0.21,0.75,0.52,0,4,B2009000013,20,1,20,4.96,182,4,1,1,1.35,2,2,0,1,15.1,137000,0.134,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.75,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901055,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2011-08-19,폐기,폐품,고장/파손,6,1023000,2.85,3.15,1.3,3.7,0.23,0.75,0.52,0,4,B2009000013,20,1,20,4.96,171,6,1,1,1.35,2,1,0,1,22.9,12000,0.012,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.85,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901056,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2010-12-18,폐기,폐품,고장/파손,6,1023000,1.93,4.07,1.3,2.51,0.1,0.75,0.52,0,4,B2009000013,20,1,20,4.96,136,6,1,0,1.35,5,2,2,5,4.2,41000,0.04,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,1.93,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901057,노트북컴퓨터,노트북컴퓨터,C192,자연과학대학RC행정팀(서울),ERICA,2009-04-22,2025-06-25,,,노후화,6,1023000,16.82,-10.82,1.2,20.18,1.0,0.75,0.52,0,4,B2009000013,20,1,20,4.96,195,6,1,1,1.35,12,9,0,0,63.3,647000,0.632,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,6.492273853658536,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200901058,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2010-12-24,폐기,폐품,노후화,6,1023000,2.03,3.97,1.3,2.64,0.11,0.75,0.52,0,4,B2009000013,20,1,20,4.96,174,4,0,1,1.35,3,1,2,3,0.6,24000,0.023,1,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.03,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901059,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2012-08-19,매각,폐품,노후화,6,1023000,3.81,2.19,1.3,4.95,0.4,0.75,0.52,0,4,B2009000013,20,1,20,4.96,153,5,1,1,1.35,3,3,1,1,10.9,191000,0.187,3,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.81,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901060,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2012-02-21,폐기,폐품,노후화,6,1023000,3.47,2.53,1.3,4.51,0.33,0.75,0.52,0,4,B2009000013,20,1,20,4.96,163,5,1,0,1.35,5,2,1,1,1.8,106000,0.104,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.47,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901061,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2012-08-25,폐기,폐품,노후화,6,1023000,3.8,2.2,1.3,4.94,0.4,0.75,0.52,0,4,B2009000013,20,1,20,4.96,173,5,0,1,1.35,2,2,1,2,2.8,81000,0.079,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.8,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200901062,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2009-04-22,2010-12-20,폐기,폐품,수리비용과다,6,1023000,1.97,4.03,1.3,2.56,0.11,0.75,0.52,0,4,B2009000013,20,1,20,4.96,215,6,1,0,1.35,1,1,0,1,13.5,56000,0.055,2,0,1학기,1,0,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,1.97,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500694,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2026-01-12,,,내용연수경과,6,1000000,10.44,-4.44,1.3,13.57,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,148,6,1,0,1.35,5,3,0,1,20.6,155000,0.155,2,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500695,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2025-04-24,,,수리비용과다,6,1000000,10.44,-4.44,1.3,13.57,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,125,4,0,1,1.272,10,10,0,1,13.5,464000,0.464,3,1,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500696,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2024-11-03,,,내구연한 경과(노후화),6,1000000,10.44,-4.44,1.3,13.57,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,122,6,1,1,1.35,4,2,0,0,63.3,134000,0.134,3,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500697,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2025-09-22,,,수리비용과다,6,1000000,10.44,-4.44,1.3,13.57,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,205,4,1,1,1.35,11,9,3,4,8.6,611000,0.611,3,2,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500698,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2025-11-21,,,고장/파손,6,1000000,10.44,-4.44,1.3,13.57,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,209,5,0,1,1.35,12,7,3,3,3.1,379000,0.379,3,1,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500699,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2025-01-05,,,노후화,6,1000000,10.44,-4.44,1.3,13.57,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,197,6,1,0,1.35,9,6,0,1,15.7,360000,0.36,3,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500700,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2017-12-15,폐기,폐품,수리비용과다,6,1000000,2.55,3.45,1.3,3.32,0.18,0.75,0.52,0,9,B2015000014,20,1,20,7.44,140,5,1,1,1.35,2,1,1,1,7.4,29000,0.029,0,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.55,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500701,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2019-12-16,폐기,폐품,노후화,6,1000000,4.33,1.67,1.3,5.63,0.52,0.75,0.52,0,9,B2015000014,20,1,20,7.44,159,6,1,0,1.35,2,1,1,2,10.4,28000,0.028,1,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500702,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2024-12-01,,,노후화,6,1000000,10.44,-4.44,1.3,13.57,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,170,6,1,1,1.35,9,7,0,1,15.6,248000,0.248,2,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500703,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2018-02-09,폐기,폐품,내용연수경과,6,1000000,3.2,2.8,1.3,4.16,0.28,0.75,0.52,0,9,B2015000014,20,1,20,7.44,200,4,1,0,1.35,1,1,1,1,3.9,118000,0.118,2,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,3.2,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500704,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2018-02-14,폐기,폐품,고장/파손,6,1000000,2.72,3.28,1.3,3.54,0.21,0.75,0.52,0,9,B2015000014,20,1,20,7.44,207,6,0,0,1.35,1,0,0,1,18.0,0,0.0,0,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,2.72,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500705,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2019-02-22,폐기,폐품,성능저하,6,1000000,4.04,1.96,1.3,5.25,0.45,0.75,0.52,0,9,B2015000014,20,1,20,7.44,192,4,1,1,1.35,5,4,1,2,7.2,138000,0.138,3,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,4.04,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500706,노트북컴퓨터,노트북컴퓨터,A351,시설팀(ERICA),ERICA,2015-09-07,2017-08-18,,,수리비용과다,6,1000000,10.44,-4.44,1.0,10.44,1.0,0.75,0.52,0,9,B2015000014,20,1,20,7.44,167,4,1,1,1.35,0,0,0,0,125.3,0,0.0,0,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,7.841157435422455,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500707,노트북컴퓨터,노트북컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-09-07,2019-12-13,폐기,폐품,노후화,6,1000000,4.46,1.54,1.3,5.8,0.55,0.75,0.52,0,9,B2015000014,20,1,20,7.44,173,5,1,0,1.35,1,0,0,0,26.3,0,0.0,0,0,2학기,3,1,0,0,HIGH,2,1.12,1.04,3.9035811311609057,3.9035811311609057,5.7199446878875575,6.407624514674722,4.46,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
