물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M200805364,2008-08-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805365,2008-07-20,2008-08-06,False,취득,신규 취득,박대리
M200805365,2008-08-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805366,2008-07-20,2008-08-06,False,취득,신규 취득,박대리
M200805366,2008-08-07,2012-01-15,False,운용,신규운용 승인 및 사용 시작,박대리
M200805366,2012-01-16,2012-02-18,False,불용,노후화(성능저하),황팀장
M200805366,2012-02-19,2099-12-31,True,처분,폐기 완료,황팀장
M200805367,2008-07-20,2008-08-03,False,취득,신규 취득,박대리
M200805367,2008-08-04,2011-08-25,False,운용,신규운용 승인 및 사용 시작,박대리
M200805367,2011-08-26,2011-11-14,False,불용,노후화(성능저하),황팀장
M200805367,2011-11-15,2099-12-31,True,처분,폐기 완료,황팀장
M200805368,2008-07-20,2008-07-29,False,취득,신규 취득,박대리
M200805368,2008-07-30,2013-05-15,False,운용,신규운용 승인 및 사용 시작,박대리
M200805368,2013-05-16,2013-07-14,False,불용,노후화(성능저하),황팀장
M200805368,2013-07-15,2099-12-31,True,처분,폐기 완료,황팀장
M200805369,2008-07-20,2008-07-24,False,취득,신규 취득,박대리
M200805369,2008-07-25,2013-09-23,False,운용,신규운용 승인 및 사용 시작,박대리
M200805369,2013-09-24,2013-11-08,False,불용,고장/파손,황팀장
M200805369,2013-11-09,2099-12-31,True,처분,폐기 완료,황팀장
M200805370,2008-07-20,2008-08-12,False,취득,신규 취득,박대리
M200805370,2008-08-13,2013-11-15,False,운용,신규운용 승인 및 사용 시작,박대리
M200805370,2013-11-16,2014-01-07,False,불용,수리비용과다,황팀장
M200805370,2014-01-08,2099-12-31,True,처분,폐기 완료,황팀장
M200805371,2008-07-20,2008-08-04,False,취득,신규 취득,박대리
M200805371,2008-08-05,2014-04-08,False,운용,신규운용 승인 및 사용 시작,박대리
M200805371,2014-04-09,2014-07-05,False,불용,고장/파손,황팀장
M200805371,2014-07-06,2099-12-31,True,처분,폐기 완료,황팀장
M200805372,2008-07-20,2008-07-29,False,취득,신규 취득,박대리
M200805372,2008-07-30,2011-03-20,False,운용,신규운용 승인 및 사용 시작,박대리
M200805372,2011-03-21,2011-06-12,False,불용,수리비용과다,황팀장
M200805372,2011-06-13,2099-12-31,True,처분,폐기 완료,황팀장
M200805428,2008-08-13,2008-09-02,False,취득,신규 취득,박대리
M200805428,2008-09-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805429,2008-08-13,2008-08-30,False,취득,신규 취득,박대리
M200805429,2008-08-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805430,2008-08-13,2008-08-21,False,취득,신규 취득,박대리
M200805430,2008-08-22,2015-12-09,False,운용,신규운용 승인 및 사용 시작,박대리
M200805430,2015-12-10,2016-02-10,False,불용,수리비용과다,황팀장
M200805430,2016-02-11,2099-12-31,True,처분,폐기 완료,황팀장
M200805440,2008-10-04,2008-10-19,False,취득,신규 취득,박대리
M200805440,2008-10-20,2014-06-21,False,운용,신규운용 승인 및 사용 시작,박대리
M200805440,2014-06-22,2014-08-22,False,불용,고장/파손,황팀장
M200805440,2014-08-23,2099-12-31,True,처분,폐기 완료,황팀장
M200805441,2008-10-04,2008-10-23,False,취득,신규 취득,박대리
M200805441,2008-10-24,2017-03-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200805441,2017-03-19,2017-04-21,False,불용,고장/파손,황팀장
M200805441,2017-04-22,2099-12-31,True,처분,폐기 완료,황팀장
M200805442,2008-10-04,2008-10-31,False,취득,신규 취득,박대리
M200805442,2008-11-01,2014-02-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200805442,2014-02-19,2099-12-31,True,불용,수리비용과다,황팀장
M200805443,2008-10-04,2008-10-22,False,취득,신규 취득,박대리
M200805443,2008-10-23,2013-12-23,False,운용,신규운용 승인 및 사용 시작,박대리
M200805443,2013-12-24,2014-03-22,False,불용,수리비용과다,황팀장
M200805443,2014-03-23,2099-12-31,True,처분,폐기 완료,황팀장
M200805444,2008-10-04,2008-10-17,False,취득,신규 취득,박대리
M200805444,2008-10-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805445,2008-10-04,2008-10-23,False,취득,신규 취득,박대리
M200805445,2008-10-24,2014-05-03,False,운용,신규운용 승인 및 사용 시작,박대리
M200805445,2014-05-04,2014-06-20,False,불용,고장/파손,황팀장
M200805445,2014-06-21,2099-12-31,True,처분,폐기 완료,황팀장
M200805446,2008-10-04,2008-10-18,False,취득,신규 취득,박대리
M200805446,2008-10-19,2016-02-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200805446,2016-02-08,2016-05-05,False,불용,고장/파손,황팀장
M200805446,2016-05-06,2099-12-31,True,처분,폐기 완료,황팀장
M200805447,2008-10-04,2008-10-18,False,취득,신규 취득,박대리
M200805447,2008-10-19,2013-07-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200805447,2013-07-08,2013-08-31,False,불용,수리비용과다,황팀장
M200805447,2013-09-01,2099-12-31,True,처분,폐기 완료,황팀장
M200805448,2008-10-04,2008-10-10,False,취득,신규 취득,박대리
M200805448,2008-10-11,2014-04-16,False,운용,신규운용 승인 및 사용 시작,박대리
M200805448,2014-04-17,2014-07-27,False,불용,노후화(성능저하),황팀장
M200805448,2014-07-28,2099-12-31,True,처분,폐기 완료,황팀장
M200805449,2008-10-04,2008-10-18,False,취득,신규 취득,박대리
M200805449,2008-10-19,2014-05-27,False,운용,신규운용 승인 및 사용 시작,박대리
M200805449,2014-05-28,2014-07-21,False,불용,고장/파손,황팀장
M200805449,2014-07-22,2099-12-31,True,처분,폐기 완료,황팀장
M200805450,2008-10-04,2008-10-27,False,취득,신규 취득,박대리
M200805450,2008-10-28,2015-02-17,False,운용,신규운용 승인 및 사용 시작,박대리
M200805450,2015-02-18,2015-04-30,False,불용,고장/파손,황팀장
M200805450,2015-05-01,2099-12-31,True,처분,폐기 완료,황팀장
M200805451,2008-10-04,2008-10-16,False,취득,신규 취득,박대리
M200805451,2008-10-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805452,2008-10-04,2008-10-17,False,취득,신규 취득,박대리
M200805452,2008-10-18,2013-12-14,False,운용,신규운용 승인 및 사용 시작,박대리
M200805452,2013-12-15,2014-02-18,False,불용,고장/파손,황팀장
M200805452,2014-02-19,2099-12-31,True,처분,폐기 완료,황팀장
M200805487,2008-05-13,2008-05-30,False,취득,신규 취득,박대리
M200805487,2008-05-31,2014-03-22,False,운용,신규운용 승인 및 사용 시작,박대리
M200805487,2014-03-23,2014-06-14,False,불용,고장/파손,황팀장
M200805487,2014-06-15,2099-12-31,True,처분,폐기 완료,황팀장
M200805490,2008-05-18,2008-06-11,False,취득,신규 취득,박대리
M200805490,2008-06-12,2013-01-23,False,운용,신규운용 승인 및 사용 시작,박대리
M200805490,2013-01-24,2013-03-17,False,불용,고장/파손,황팀장
M200805490,2013-03-18,2099-12-31,True,처분,폐기 완료,황팀장
M200805491,2008-05-18,2008-06-08,False,취득,신규 취득,박대리
M200805491,2008-06-09,2015-03-16,False,운용,신규운용 승인 및 사용 시작,박대리
M200805491,2015-03-17,2015-06-02,False,불용,노후화(성능저하),황팀장
M200805491,2015-06-03,2099-12-31,True,처분,폐기 완료,황팀장
M200805492,2008-05-18,2008-06-03,False,취득,신규 취득,박대리
M200805492,2008-06-04,2012-02-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200805492,2012-02-19,2012-05-02,False,불용,고장/파손,황팀장
M200805492,2012-05-03,2099-12-31,True,처분,폐기 완료,황팀장
M200805493,2008-05-18,2008-06-03,False,취득,신규 취득,박대리
M200805493,2008-06-04,2012-12-11,False,운용,신규운용 승인 및 사용 시작,박대리
M200805493,2012-12-12,2013-02-08,False,불용,수리비용과다,황팀장
M200805493,2013-02-09,2099-12-31,True,처분,폐기 완료,황팀장
M200805494,2008-05-18,2008-05-26,False,취득,신규 취득,박대리
M200805494,2008-05-27,2012-12-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200805494,2012-12-19,2013-03-11,False,불용,노후화(성능저하),황팀장
M200805494,2013-03-12,2099-12-31,True,처분,폐기 완료,황팀장
M200805495,2008-05-18,2008-06-04,False,취득,신규 취득,박대리
M200805495,2008-06-05,2015-06-13,False,운용,신규운용 승인 및 사용 시작,박대리
M200805495,2015-06-14,2015-07-31,False,불용,고장/파손,황팀장
M200805495,2015-08-01,2099-12-31,True,처분,폐기 완료,황팀장
M200805496,2008-05-18,2008-05-26,False,취득,신규 취득,박대리
M200805496,2008-05-27,2012-04-10,False,운용,신규운용 승인 및 사용 시작,박대리
M200805496,2012-04-11,2012-05-26,False,불용,고장/파손,황팀장
M200805496,2012-05-27,2099-12-31,True,처분,폐기 완료,황팀장
M200805497,2008-05-18,2008-06-09,False,취득,신규 취득,박대리
M200805497,2008-06-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805498,2008-05-18,2008-06-01,False,취득,신규 취득,박대리
M200805498,2008-06-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805499,2008-05-18,2008-06-02,False,취득,신규 취득,박대리
M200805499,2008-06-03,2012-03-13,False,운용,신규운용 승인 및 사용 시작,박대리
M200805499,2012-03-14,2012-05-09,False,불용,고장/파손,황팀장
M200805499,2012-05-10,2099-12-31,True,처분,폐기 완료,황팀장
M200805577,2008-04-11,2008-04-22,False,취득,신규 취득,박대리
M200805577,2008-04-23,2014-12-20,False,운용,신규운용 승인 및 사용 시작,박대리
M200805577,2014-12-21,2015-03-06,False,불용,노후화(성능저하),황팀장
M200805577,2015-03-07,2099-12-31,True,처분,폐기 완료,황팀장
M200805578,2008-04-11,2008-04-17,False,취득,신규 취득,박대리
M200805578,2008-04-18,2012-10-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200805578,2012-10-08,2012-12-20,False,불용,수리비용과다,황팀장
M200805578,2012-12-21,2099-12-31,True,처분,폐기 완료,황팀장
M200805579,2008-04-11,2008-04-16,False,취득,신규 취득,박대리
M200805579,2008-04-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805758,2008-06-01,2008-06-22,False,취득,신규 취득,박대리
M200805758,2008-06-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805767,2008-07-19,2008-07-28,False,취득,신규 취득,박대리
M200805767,2008-07-29,2012-08-22,False,운용,신규운용 승인 및 사용 시작,박대리
M200805767,2012-08-23,2012-10-18,False,불용,노후화(성능저하),황팀장
M200805767,2012-10-19,2099-12-31,True,처분,폐기 완료,황팀장
M200805789,2008-08-20,2008-08-28,False,취득,신규 취득,박대리
M200805789,2008-08-29,2014-09-09,False,운용,신규운용 승인 및 사용 시작,박대리
M200805789,2014-09-10,2014-11-10,False,불용,수리비용과다,황팀장
M200805789,2014-11-11,2099-12-31,True,처분,폐기 완료,황팀장
M200805790,2008-08-20,2008-09-05,False,취득,신규 취득,박대리
M200805790,2008-09-06,2012-10-05,False,운용,신규운용 승인 및 사용 시작,박대리
M200805790,2012-10-06,2012-12-08,False,불용,노후화(성능저하),황팀장
M200805790,2012-12-09,2099-12-31,True,처분,폐기 완료,황팀장
M200805845,2008-04-02,2008-04-18,False,취득,신규 취득,박대리
M200805845,2008-04-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805853,2008-05-07,2008-05-26,False,취득,신규 취득,박대리
M200805853,2008-05-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805854,2008-05-07,2008-05-23,False,취득,신규 취득,박대리
M200805854,2008-05-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805857,2008-03-06,2008-03-23,False,취득,신규 취득,박대리
M200805857,2008-03-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805858,2008-03-06,2008-03-22,False,취득,신규 취득,박대리
M200805858,2008-03-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805859,2008-03-06,2008-03-22,False,취득,신규 취득,박대리
M200805859,2008-03-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805860,2008-03-06,2008-03-20,False,취득,신규 취득,박대리
M200805860,2008-03-21,2020-07-09,False,운용,신규운용 승인 및 사용 시작,박대리
M200805860,2020-07-10,2020-08-21,False,불용,수리비용과다,황팀장
M200805860,2020-08-22,2099-12-31,True,처분,폐기 완료,황팀장
M200805861,2008-03-06,2008-03-15,False,취득,신규 취득,박대리
M200805861,2008-03-16,2025-07-30,False,운용,신규운용 승인 및 사용 시작,박대리
M200805861,2025-07-31,2025-09-24,False,불용,수리비용과다,황팀장
M200805861,2025-09-25,2099-12-31,True,처분,폐기 완료,황팀장
M200805862,2008-03-06,2008-03-16,False,취득,신규 취득,박대리
M200805862,2008-03-17,2015-12-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200805862,2015-12-08,2016-01-15,False,불용,고장/파손,황팀장
M200805862,2016-01-16,2099-12-31,True,처분,폐기 완료,황팀장
M200805863,2008-03-06,2008-03-29,False,취득,신규 취득,박대리
M200805863,2008-03-30,2020-01-05,False,운용,신규운용 승인 및 사용 시작,박대리
M200805863,2020-01-06,2020-04-01,False,불용,수리비용과다,황팀장
M200805863,2020-04-02,2099-12-31,True,처분,도난 완료,황팀장
M200805864,2008-03-06,2008-03-16,False,취득,신규 취득,박대리
M200805864,2008-03-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805865,2008-03-06,2008-03-21,False,취득,신규 취득,박대리
M200805865,2008-03-22,2020-06-20,False,운용,신규운용 승인 및 사용 시작,박대리
M200805865,2020-06-21,2020-09-26,False,불용,수리비용과다,황팀장
M200805865,2020-09-27,2099-12-31,True,처분,폐기 완료,황팀장
M200805866,2008-03-06,2008-03-12,False,취득,신규 취득,박대리
M200805866,2008-03-13,2023-02-20,False,운용,신규운용 승인 및 사용 시작,박대리
M200805866,2023-02-21,2023-05-10,False,불용,노후화(성능저하),황팀장
M200805866,2023-05-11,2099-12-31,True,처분,폐기 완료,황팀장
M200805867,2008-03-06,2008-03-21,False,취득,신규 취득,박대리
M200805867,2008-03-22,2016-06-26,False,운용,신규운용 승인 및 사용 시작,박대리
M200805867,2016-06-27,2016-08-07,False,불용,수리비용과다,황팀장
M200805867,2016-08-08,2099-12-31,True,처분,폐기 완료,황팀장
M200805868,2008-03-06,2008-03-30,False,취득,신규 취득,박대리
M200805868,2008-03-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805869,2008-03-06,2008-03-18,False,취득,신규 취득,박대리
M200805869,2008-03-19,2024-08-06,False,운용,신규운용 승인 및 사용 시작,박대리
M200805869,2024-08-07,2024-10-27,False,불용,노후화(성능저하),황팀장
M200805869,2024-10-28,2099-12-31,True,처분,폐기 완료,황팀장
M200805979,2008-11-07,2008-11-16,False,취득,신규 취득,박대리
M200805979,2008-11-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200805980,2008-11-07,2008-11-23,False,취득,신규 취득,박대리
M200805980,2008-11-24,2020-11-26,False,운용,신규운용 승인 및 사용 시작,박대리
M200805980,2020-11-27,2021-03-04,False,불용,수리비용과다,황팀장
M200805980,2021-03-05,2099-12-31,True,처분,폐기 완료,황팀장
M200805989,2008-10-21,2008-11-13,False,취득,신규 취득,박대리
M200805989,2008-11-14,2022-04-27,False,운용,신규운용 승인 및 사용 시작,박대리
M200805989,2022-04-28,2022-06-20,False,불용,고장/파손,황팀장
M200805989,2022-06-21,2099-12-31,True,처분,폐기 완료,황팀장
M200805994,2008-01-21,2008-01-31,False,취득,신규 취득,박대리
M200805994,2008-02-01,2020-03-30,False,운용,신규운용 승인 및 사용 시작,박대리
M200805994,2020-03-31,2020-06-06,False,불용,고장/파손,황팀장
M200805994,2020-06-07,2099-12-31,True,처분,폐기 완료,황팀장
M200805997,2008-05-03,2008-05-25,False,취득,신규 취득,박대리
M200805997,2008-05-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806018,2009-01-02,2009-01-18,False,취득,신규 취득,박대리
M200806018,2009-01-19,2013-03-29,False,운용,신규운용 승인 및 사용 시작,박대리
M200806018,2013-03-30,2013-06-14,False,불용,고장/파손,황팀장
M200806018,2013-06-15,2099-12-31,True,처분,폐기 완료,황팀장
M200806026,2008-10-19,2008-10-31,False,취득,신규 취득,박대리
M200806026,2008-11-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806047,2008-12-23,2009-01-01,False,취득,신규 취득,박대리
M200806047,2009-01-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806048,2008-12-23,2009-01-05,False,취득,신규 취득,박대리
M200806048,2009-01-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806051,2008-10-01,2008-10-17,False,취득,신규 취득,박대리
M200806051,2008-10-18,2018-08-08,False,운용,신규운용 승인 및 사용 시작,박대리
M200806051,2018-08-09,2018-09-14,False,불용,고장/파손,황팀장
M200806051,2018-09-15,2099-12-31,True,처분,폐기 완료,황팀장
M200806052,2008-10-01,2008-10-19,False,취득,신규 취득,박대리
M200806052,2008-10-20,2024-02-16,False,운용,신규운용 승인 및 사용 시작,박대리
M200806052,2024-02-17,2024-05-07,False,불용,수리비용과다,황팀장
M200806052,2024-05-08,2099-12-31,True,처분,폐기 완료,황팀장
M200806053,2008-10-01,2008-10-20,False,취득,신규 취득,박대리
M200806053,2008-10-21,2017-04-03,False,운용,신규운용 승인 및 사용 시작,박대리
M200806053,2017-04-04,2017-07-03,False,불용,고장/파손,황팀장
M200806053,2017-07-04,2099-12-31,True,처분,폐기 완료,황팀장
M200806054,2008-10-01,2008-10-08,False,취득,신규 취득,박대리
M200806054,2008-10-09,2021-09-28,False,운용,신규운용 승인 및 사용 시작,박대리
M200806054,2021-09-29,2021-12-24,False,불용,수리비용과다,황팀장
M200806054,2021-12-25,2099-12-31,True,처분,폐기 완료,황팀장
M200806065,2008-01-06,2008-01-18,False,취득,신규 취득,박대리
M200806065,2008-01-19,2017-11-03,False,운용,신규운용 승인 및 사용 시작,박대리
M200806065,2017-11-04,2018-01-09,False,불용,고장/파손,황팀장
M200806065,2018-01-10,2099-12-31,True,처분,폐기 완료,황팀장
M200806077,2008-09-17,2008-10-05,False,취득,신규 취득,박대리
M200806077,2008-10-06,2014-06-01,False,운용,신규운용 승인 및 사용 시작,박대리
M200806077,2014-06-02,2014-09-12,False,불용,노후화(성능저하),황팀장
M200806077,2014-09-13,2099-12-31,True,처분,폐기 완료,황팀장
M200806078,2008-09-17,2008-10-09,False,취득,신규 취득,박대리
M200806078,2008-10-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806079,2008-09-17,2008-10-04,False,취득,신규 취득,박대리
M200806079,2008-10-05,2016-01-04,False,운용,신규운용 승인 및 사용 시작,박대리
M200806079,2016-01-05,2016-04-05,False,불용,노후화(성능저하),황팀장
M200806079,2016-04-06,2099-12-31,True,처분,폐기 완료,황팀장
M200806179,2008-08-28,2008-09-09,False,취득,신규 취득,박대리
M200806179,2008-09-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806228,2008-03-21,2008-04-04,False,취득,신규 취득,박대리
M200806228,2008-04-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806312,2008-09-18,2008-10-04,False,취득,신규 취득,박대리
M200806312,2008-10-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806313,2008-09-18,2008-10-15,False,취득,신규 취득,박대리
M200806313,2008-10-16,2013-02-21,False,운용,신규운용 승인 및 사용 시작,박대리
M200806313,2013-02-22,2013-04-16,False,불용,노후화(성능저하),황팀장
M200806313,2013-04-17,2099-12-31,True,처분,폐기 완료,황팀장
M200806314,2008-09-18,2008-10-03,False,취득,신규 취득,박대리
M200806314,2008-10-04,2011-09-02,False,운용,신규운용 승인 및 사용 시작,박대리
M200806314,2011-09-03,2011-12-02,False,불용,노후화(성능저하),황팀장
M200806314,2011-12-03,2099-12-31,True,처분,폐기 완료,황팀장
M200806728,2008-04-17,2008-05-03,False,취득,신규 취득,박대리
M200806728,2008-05-04,2012-11-23,False,운용,신규운용 승인 및 사용 시작,박대리
M200806728,2012-11-24,2013-01-20,False,불용,노후화(성능저하),황팀장
M200806728,2013-01-21,2099-12-31,True,처분,도난 완료,황팀장
M200806729,2008-04-17,2008-04-30,False,취득,신규 취득,박대리
M200806729,2008-05-01,2011-09-17,False,운용,신규운용 승인 및 사용 시작,박대리
M200806729,2011-09-18,2011-11-22,False,불용,노후화(성능저하),황팀장
M200806729,2011-11-23,2099-12-31,True,처분,폐기 완료,황팀장
M200806734,2008-09-30,2008-10-25,False,취득,신규 취득,박대리
M200806734,2008-10-26,2015-03-30,False,운용,신규운용 승인 및 사용 시작,박대리
M200806734,2015-03-31,2015-05-15,False,불용,수리비용과다,황팀장
M200806734,2015-05-16,2099-12-31,True,처분,폐기 완료,황팀장
M200806735,2008-09-30,2008-10-08,False,취득,신규 취득,박대리
M200806735,2008-10-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806833,2008-06-07,2008-06-26,False,취득,신규 취득,박대리
M200806833,2008-06-27,2014-11-25,False,운용,신규운용 승인 및 사용 시작,박대리
M200806833,2014-11-26,2014-12-31,False,불용,노후화(성능저하),황팀장
M200806833,2015-01-01,2099-12-31,True,처분,폐기 완료,황팀장
M200806840,2008-06-26,2008-07-11,False,취득,신규 취득,박대리
M200806840,2008-07-12,2015-09-08,False,운용,신규운용 승인 및 사용 시작,박대리
M200806840,2015-09-09,2015-10-16,False,불용,고장/파손,황팀장
M200806840,2015-10-17,2099-12-31,True,처분,폐기 완료,황팀장
M200806865,2008-08-01,2008-08-15,False,취득,신규 취득,박대리
M200806865,2008-08-16,2013-06-05,False,운용,신규운용 승인 및 사용 시작,박대리
M200806865,2013-06-06,2013-09-02,False,불용,고장/파손,황팀장
M200806865,2013-09-03,2099-12-31,True,처분,폐기 완료,황팀장
M200806866,2008-08-01,2008-08-10,False,취득,신규 취득,박대리
M200806866,2008-08-11,2013-11-14,False,운용,신규운용 승인 및 사용 시작,박대리
M200806866,2013-11-15,2013-12-21,False,불용,고장/파손,황팀장
M200806866,2013-12-22,2099-12-31,True,처분,폐기 완료,황팀장
M200806875,2008-05-04,2008-05-13,False,취득,신규 취득,박대리
M200806875,2008-05-14,2013-01-14,False,운용,신규운용 승인 및 사용 시작,박대리
M200806875,2013-01-15,2013-03-04,False,불용,노후화(성능저하),황팀장
M200806875,2013-03-05,2099-12-31,True,처분,폐기 완료,황팀장
M200806876,2008-05-04,2008-05-20,False,취득,신규 취득,박대리
M200806876,2008-05-21,2009-12-24,False,운용,신규운용 승인 및 사용 시작,박대리
M200806876,2009-12-25,2010-02-03,False,불용,노후화(성능저하),황팀장
M200806876,2010-02-04,2099-12-31,True,처분,폐기 완료,황팀장
M200806877,2008-05-04,2008-05-22,False,취득,신규 취득,박대리
M200806877,2008-05-23,2011-02-26,False,운용,신규운용 승인 및 사용 시작,박대리
M200806877,2011-02-27,2011-05-06,False,불용,노후화(성능저하),황팀장
M200806877,2011-05-07,2099-12-31,True,처분,폐기 완료,황팀장
M200806964,2008-08-24,2008-09-15,False,취득,신규 취득,박대리
M200806964,2008-09-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806965,2008-08-24,2008-09-07,False,취득,신규 취득,박대리
M200806965,2008-09-08,2021-10-06,False,운용,신규운용 승인 및 사용 시작,박대리
M200806965,2021-10-07,2021-12-11,False,불용,노후화(성능저하),황팀장
M200806965,2021-12-12,2099-12-31,True,처분,폐기 완료,황팀장
M200806966,2008-08-24,2008-09-02,False,취득,신규 취득,박대리
M200806966,2008-09-03,2024-10-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200806966,2024-10-19,2099-12-31,True,불용,고장/파손,황팀장
M200806967,2008-08-24,2008-09-12,False,취득,신규 취득,박대리
M200806967,2008-09-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806968,2008-08-24,2008-09-05,False,취득,신규 취득,박대리
M200806968,2008-09-06,2025-03-28,False,운용,신규운용 승인 및 사용 시작,박대리
M200806968,2025-03-29,2025-05-23,False,불용,노후화(성능저하),황팀장
M200806968,2025-05-24,2099-12-31,True,처분,폐기 완료,황팀장
M200806969,2008-08-24,2008-09-09,False,취득,신규 취득,박대리
M200806969,2008-09-10,2016-02-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200806969,2016-02-08,2016-03-28,False,불용,고장/파손,황팀장
M200806969,2016-03-29,2099-12-31,True,처분,폐기 완료,황팀장
M200806970,2008-08-24,2008-09-06,False,취득,신규 취득,박대리
M200806970,2008-09-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806971,2008-08-24,2008-09-18,False,취득,신규 취득,박대리
M200806971,2008-09-19,2020-01-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200806971,2020-01-19,2020-03-05,False,불용,노후화(성능저하),황팀장
M200806971,2020-03-06,2099-12-31,True,처분,폐기 완료,황팀장
M200806972,2008-08-24,2008-09-02,False,취득,신규 취득,박대리
M200806972,2008-09-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806973,2008-08-24,2008-08-31,False,취득,신규 취득,박대리
M200806973,2008-09-01,2020-11-03,False,운용,신규운용 승인 및 사용 시작,박대리
M200806973,2020-11-04,2021-01-20,False,불용,수리비용과다,황팀장
M200806973,2021-01-21,2099-12-31,True,처분,폐기 완료,황팀장
M200806974,2008-08-24,2008-09-14,False,취득,신규 취득,박대리
M200806974,2008-09-15,2016-09-26,False,운용,신규운용 승인 및 사용 시작,박대리
M200806974,2016-09-27,2016-11-13,False,불용,노후화(성능저하),황팀장
M200806974,2016-11-14,2099-12-31,True,처분,매각 완료,황팀장
M200806975,2008-08-24,2008-09-13,False,취득,신규 취득,박대리
M200806975,2008-09-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806976,2008-08-24,2008-09-06,False,취득,신규 취득,박대리
M200806976,2008-09-07,2022-06-28,False,운용,신규운용 승인 및 사용 시작,박대리
M200806976,2022-06-29,2022-08-06,False,불용,고장/파손,황팀장
M200806976,2022-08-07,2099-12-31,True,처분,폐기 완료,황팀장
M200806977,2008-08-24,2008-09-11,False,취득,신규 취득,박대리
M200806977,2008-09-12,2024-09-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200806977,2024-09-08,2024-11-28,False,불용,노후화(성능저하),황팀장
M200806977,2024-11-29,2099-12-31,True,처분,폐기 완료,황팀장
M200806978,2008-08-24,2008-09-03,False,취득,신규 취득,박대리
M200806978,2008-09-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806979,2008-08-24,2008-09-04,False,취득,신규 취득,박대리
M200806979,2008-09-05,2016-07-08,False,운용,신규운용 승인 및 사용 시작,박대리
M200806979,2016-07-09,2016-09-11,False,불용,노후화(성능저하),황팀장
M200806979,2016-09-12,2099-12-31,True,처분,폐기 완료,황팀장
M200806980,2008-08-24,2008-09-05,False,취득,신규 취득,박대리
M200806980,2008-09-06,2019-03-03,False,운용,신규운용 승인 및 사용 시작,박대리
M200806980,2019-03-04,2019-05-09,False,불용,노후화(성능저하),황팀장
M200806980,2019-05-10,2099-12-31,True,처분,폐기 완료,황팀장
M200806981,2008-08-24,2008-09-10,False,취득,신규 취득,박대리
M200806981,2008-09-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200806982,2008-08-24,2008-09-01,False,취득,신규 취득,박대리
