G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,정리일자,불용일자,내용연수
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201511049,2015-01-11,7913000,매각,중고품,구형화,2015-02-25,2017-08-19,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201511051,2015-01-11,7913000,매각,정비필요품,수리비용과다,2015-02-25,2019-10-31,5
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202211057,2022-03-14,30095000,매각,정비필요품,수리비용과다,2022-03-20,2024-03-27,7
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201711073,2017-12-06,3557000,매각,폐품,내구연한 경과,2017-12-07,2025-06-30,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201711074,2017-12-06,3557000,폐기,중고품,활용부서부재,2017-12-07,2023-05-21,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201511077,2015-04-07,2749000,매각,폐품,내구연한 경과,2015-05-24,2022-01-15,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201511078,2015-04-07,2749000,매각,정비필요품,수리비용과다,2015-05-24,2024-11-20,8
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201911079,2019-02-14,29279000,매각,정비필요품,수리비용과다,2019-04-15,2024-03-10,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201911080,2019-02-14,29279000,매각,중고품,구형화,2019-04-15,2020-10-11,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201911082,2019-02-14,29279000,매각,폐품,내구연한 경과,2019-04-15,2025-10-08,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201911083,2019-02-14,29279000,매각,중고품,구형화,2019-04-15,2021-09-17,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201911085,2019-02-14,29279000,매각,폐품,내구연한 경과,2019-04-15,2025-10-26,7
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202111094,2021-05-31,4105000,매각,폐품,내구연한 경과,2021-06-07,2023-05-18,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202011118,2020-03-30,8540000,매각,중고품,활용부서부재,2020-04-03,2021-10-24,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202011121,2020-03-30,8540000,매각,정비필요품,수리비용과다,2020-04-03,2023-05-14,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202011124,2020-03-30,8540000,매각,중고품,구형화,2020-04-03,2022-03-04,6
4322260926066170,"라우터, Netgear, (US)PR60X",M202111144,2021-06-08,5081000,매각,정비필요품,수리비용과다,2021-06-13,2024-04-27,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202111152,2021-12-01,6415000,매각,정비필요품,수리비용과다,2021-12-08,2023-05-17,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201811161,2018-07-25,3391000,폐기,신품,활용부서부재,2018-09-16,2023-03-11,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201811162,2018-07-25,3391000,매각,폐품,내구연한 경과,2018-09-16,2020-11-17,6
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201511187,2015-09-15,4262000,매각,폐품,내구연한 경과,2015-10-28,2024-05-04,8
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202111190,2021-06-29,6368000,매각,폐품,내구연한 경과,2021-07-01,2025-03-22,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202111197,2021-06-29,6368000,매각,폐품,내구연한 경과,2021-07-01,2022-10-12,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201911213,2019-09-06,4975000,매각,폐품,내구연한 경과,2019-09-10,2023-01-28,6
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201911225,2019-10-20,3289000,매각,폐품,내구연한 경과,2019-12-11,2022-11-06,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201911228,2019-10-20,3289000,폐기,중고품,활용부서부재,2019-12-11,2025-10-03,8
4322260926066170,"라우터, Netgear, (US)PR60X",M201511230,2015-12-04,2837000,매각,정비필요품,수리비용과다,2015-12-05,2023-01-11,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201511231,2015-12-04,2837000,매각,정비필요품,수리비용과다,2015-12-05,2022-12-02,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201511232,2015-12-04,2837000,매각,폐품,내구연한 경과,2015-12-05,2024-10-30,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201511233,2015-12-04,2837000,매각,폐품,내구연한 경과,2015-12-05,2019-09-26,6
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201611263,2016-03-08,511000,매각,폐품,내구연한 경과,2016-04-12,2020-03-14,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201611266,2016-03-08,511000,매각,중고품,구형화,2016-04-12,2020-10-05,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201611267,2016-03-08,511000,매각,폐품,내구연한 경과,2016-04-12,2021-03-31,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201611268,2016-03-08,511000,매각,폐품,내구연한 경과,2016-04-12,2025-01-24,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201611269,2016-03-08,511000,매각,정비필요품,수리비용과다,2016-04-12,2024-04-04,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202011280,2020-01-24,6452000,매각,중고품,구형화,2020-01-30,2024-09-07,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202011282,2020-01-24,6452000,매각,폐품,내구연한 경과,2020-01-30,2022-02-03,5
4322260926066170,"라우터, Netgear, (US)PR60X",M202011293,2020-10-30,3855000,매각,중고품,구형화,2020-12-26,2025-12-26,6
4322260926066170,"라우터, Netgear, (US)PR60X",M202011296,2020-10-30,3855000,매각,폐품,내구연한 경과,2020-12-26,2022-10-23,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201611298,2016-04-10,1445000,매각,정비필요품,수리비용과다,2016-04-13,2024-06-01,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201611299,2016-04-10,1445000,매각,폐품,내구연한 경과,2016-04-13,2025-05-01,6
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201611341,2016-11-25,988000,매각,중고품,구형화,2016-11-28,2025-09-26,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811362,2018-04-08,2634000,매각,정비필요품,수리비용과다,2018-06-01,2019-11-10,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811369,2018-04-08,2634000,매각,폐품,내구연한 경과,2018-06-01,2024-09-02,10
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202211372,2022-02-10,294000,매각,폐품,내구연한 경과,2022-03-23,2023-09-29,4
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201611379,2016-09-20,7006000,폐기,중고품,구형화,2016-09-22,2020-04-27,6
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201611393,2016-06-08,1774000,매각,정비필요품,수리비용과다,2016-07-27,2021-05-10,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201611395,2016-06-08,1774000,폐기,중고품,구형화,2016-07-27,2023-07-11,8
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811396,2018-11-23,5418000,매각,폐품,내구연한 경과,2018-12-23,2023-12-12,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811403,2018-11-23,5418000,매각,중고품,구형화,2018-12-23,2022-10-07,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811410,2018-11-23,5418000,매각,폐품,내구연한 경과,2018-12-23,2021-05-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811414,2018-11-23,5418000,매각,중고품,활용부서부재,2018-12-23,2023-08-26,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811415,2018-11-23,5418000,멸실,폐품,내구연한 경과,2018-12-23,2025-03-31,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811419,2018-11-23,5418000,매각,중고품,활용부서부재,2018-12-23,2021-03-26,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811420,2018-11-23,5418000,폐기,중고품,구형화,2018-12-23,2024-09-11,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201811421,2018-11-23,5418000,매각,중고품,활용부서부재,2018-12-23,2022-06-29,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511427,2015-04-21,9260000,매각,폐품,내구연한 경과,2015-04-25,2025-10-13,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511429,2015-04-21,9260000,매각,정비필요품,수리비용과다,2015-04-25,2023-07-02,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511430,2015-04-21,9260000,매각,중고품,구형화,2015-04-25,2019-08-21,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511431,2015-04-21,9260000,매각,중고품,구형화,2015-04-25,2019-01-16,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511432,2015-04-21,9260000,매각,정비필요품,수리비용과다,2015-04-25,2022-04-15,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511434,2015-04-21,9260000,매각,중고품,활용부서부재,2015-04-25,2017-12-09,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511438,2015-04-21,9260000,매각,폐품,내구연한 경과,2015-04-25,2021-10-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511443,2015-04-21,9260000,매각,정비필요품,수리비용과다,2015-04-25,2022-08-09,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511444,2015-04-21,9260000,매각,중고품,구형화,2015-04-25,2023-03-16,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511445,2015-04-21,9260000,매각,정비필요품,수리비용과다,2015-04-25,2024-06-21,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511446,2015-04-21,9260000,매각,폐품,내구연한 경과,2015-04-25,2025-03-11,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511448,2015-04-21,9260000,매각,폐품,내구연한 경과,2015-04-25,2022-06-12,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511450,2015-04-21,9260000,폐기,정비필요품,수리비용과다,2015-04-25,2019-10-22,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511451,2015-04-21,9260000,매각,중고품,활용부서부재,2015-04-25,2017-12-23,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201511453,2015-04-21,9260000,매각,중고품,구형화,2015-04-25,2022-04-25,10
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201911454,2019-12-04,182000,매각,정비필요품,수리비용과다,2019-12-07,2023-06-15,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201911455,2019-12-04,182000,매각,폐품,내구연한 경과,2019-12-07,2022-12-14,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201511463,2015-12-25,8722000,멸실,폐품,내구연한 경과,2016-02-11,2019-01-31,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201511467,2015-12-25,8722000,매각,정비필요품,수리비용과다,2016-02-11,2022-02-08,6
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201611478,2016-02-27,164000,매각,중고품,활용부서부재,2016-03-04,2018-07-16,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201611480,2016-02-27,164000,매각,중고품,활용부서부재,2016-03-04,2025-09-29,4
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202011482,2020-08-27,9962000,매각,정비필요품,수리비용과다,2020-08-28,2022-11-27,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202011487,2020-08-27,9962000,매각,폐품,내구연한 경과,2020-08-28,2024-11-23,6
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201811489,2018-11-20,4722000,매각,중고품,구형화,2018-11-25,2020-07-09,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201811492,2018-11-20,4722000,매각,정비필요품,수리비용과다,2018-11-25,2023-12-30,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201811495,2018-11-20,4722000,폐기,정비필요품,수리비용과다,2018-11-25,2025-08-02,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201511505,2015-12-12,5757000,매각,폐품,내구연한 경과,2015-12-17,2019-08-30,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201511506,2015-12-12,5757000,매각,정비필요품,수리비용과다,2015-12-17,2022-07-14,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201511508,2015-12-12,5757000,매각,폐품,내구연한 경과,2015-12-17,2020-03-14,8
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711509,2017-07-17,5181000,폐기,중고품,활용부서부재,2017-09-09,2024-05-12,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711511,2017-07-17,5181000,매각,중고품,구형화,2017-09-09,2019-11-11,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711514,2017-07-17,5181000,매각,중고품,구형화,2017-09-09,2022-07-02,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711523,2017-07-17,5181000,매각,중고품,구형화,2017-09-09,2023-07-14,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711525,2017-07-17,5181000,매각,중고품,구형화,2017-09-09,2021-12-23,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711527,2017-07-17,5181000,매각,폐품,내구연한 경과,2017-09-09,2020-09-03,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711528,2017-07-17,5181000,매각,폐품,내구연한 경과,2017-09-09,2019-07-30,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711530,2017-07-17,5181000,매각,중고품,구형화,2017-09-09,2020-11-02,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711532,2017-07-17,5181000,폐기,중고품,활용부서부재,2017-09-09,2025-09-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711533,2017-07-17,5181000,매각,폐품,내구연한 경과,2017-09-09,2025-04-26,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711534,2017-07-17,5181000,매각,폐품,내구연한 경과,2017-09-09,2022-05-17,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711535,2017-07-17,5181000,매각,중고품,구형화,2017-09-09,2022-07-11,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711536,2017-07-17,5181000,매각,중고품,활용부서부재,2017-09-09,2019-12-03,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711538,2017-07-17,5181000,매각,폐품,내구연한 경과,2017-09-09,2022-04-15,10
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201511549,2015-07-22,186000,폐기,중고품,구형화,2015-07-29,2019-11-03,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201511550,2015-07-22,186000,매각,중고품,구형화,2015-07-29,2022-07-25,5
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201811557,2018-06-13,5037000,매각,폐품,내구연한 경과,2018-06-17,2024-02-19,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201811559,2018-06-13,5037000,매각,중고품,구형화,2018-06-17,2021-08-03,8
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202311560,2023-01-22,195000,매각,폐품,내구연한 경과,2023-03-12,2024-11-06,4
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201611610,2016-12-07,6156000,매각,폐품,내구연한 경과,2017-01-21,2020-11-04,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201611613,2016-12-07,6156000,폐기,중고품,구형화,2017-01-21,2019-05-04,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201811625,2018-06-04,1782000,매각,정비필요품,수리비용과다,2018-06-11,2023-11-30,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201811626,2018-06-04,1782000,매각,정비필요품,수리비용과다,2018-06-11,2021-03-27,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201611627,2016-08-19,3650000,폐기,폐품,내구연한 경과,2016-08-23,2018-02-18,6
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202111629,2021-05-24,2995000,매각,정비필요품,수리비용과다,2021-05-25,2023-11-02,10
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202111643,2021-02-14,5575000,폐기,폐품,내구연한 경과,2021-03-17,2024-01-30,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202111649,2021-02-14,5575000,매각,중고품,구형화,2021-03-17,2022-08-17,8
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201911651,2019-02-25,1547000,매각,중고품,구형화,2019-03-04,2020-05-13,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201911653,2019-02-25,1547000,매각,중고품,활용부서부재,2019-03-04,2023-01-18,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201911655,2019-02-25,1547000,매각,중고품,구형화,2019-03-04,2020-10-28,10
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201911677,2019-11-23,11431000,매각,중고품,구형화,2019-11-26,2023-08-13,6
4322261025578661,"허브, Belkin, (US)INC002, 7port",M201711683,2017-01-26,504000,매각,정비필요품,수리비용과다,2017-01-31,2018-06-08,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201511686,2015-12-29,190000,매각,중고품,구형화,2016-02-14,2025-08-07,5
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711706,2017-04-03,3685000,매각,정비필요품,수리비용과다,2017-05-04,2023-03-17,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711712,2017-04-03,3685000,폐기,중고품,구형화,2017-05-04,2019-11-20,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711714,2017-04-03,3685000,매각,중고품,구형화,2017-05-04,2023-06-08,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711717,2017-04-03,3685000,매각,폐품,내구연한 경과,2017-05-04,2021-12-07,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711719,2017-04-03,3685000,도난,중고품,활용부서부재,2017-05-04,2019-05-13,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711720,2017-04-03,3685000,매각,폐품,내구연한 경과,2017-05-04,2020-05-20,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711721,2017-04-03,3685000,매각,폐품,내구연한 경과,2017-05-04,2020-11-19,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711723,2017-04-03,3685000,매각,정비필요품,수리비용과다,2017-05-04,2024-12-07,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711725,2017-04-03,3685000,매각,중고품,구형화,2017-05-04,2021-12-07,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711726,2017-04-03,3685000,매각,폐품,내구연한 경과,2017-05-04,2025-09-19,10
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201511727,2015-07-09,3817000,매각,폐품,내구연한 경과,2015-08-20,2019-10-10,6
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201611729,2016-01-10,304000,매각,중고품,구형화,2016-02-18,2018-07-26,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201611733,2016-01-10,304000,매각,중고품,활용부서부재,2016-02-18,2020-06-18,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201611734,2016-01-10,304000,도난,폐품,내구연한 경과,2016-02-18,2021-08-14,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201611735,2016-01-10,304000,폐기,중고품,구형화,2016-02-18,2022-10-17,4
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202211750,2022-09-17,8124000,매각,중고품,구형화,2022-10-19,2025-05-29,5
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202211758,2022-10-20,258000,매각,중고품,활용부서부재,2022-10-22,2025-03-17,4
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202011765,2020-07-02,240000,매각,중고품,활용부서부재,2020-07-06,2024-03-03,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202011766,2020-07-02,240000,매각,폐품,내구연한 경과,2020-07-06,2025-07-03,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202111769,2021-11-30,4947000,매각,폐품,내구연한 경과,2021-12-05,2024-09-15,6
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202011777,2020-06-03,2797000,매각,폐품,내구연한 경과,2020-06-06,2022-11-17,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202011778,2020-06-03,2797000,매각,폐품,내구연한 경과,2020-06-06,2024-06-21,8
4322260926066170,"라우터, Netgear, (US)PR60X",M202211788,2022-11-15,4503000,매각,중고품,구형화,2022-12-29,2025-07-24,6
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201511812,2015-11-07,186000,매각,폐품,내구연한 경과,2015-11-08,2025-01-28,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201511813,2015-11-07,186000,매각,폐품,내구연한 경과,2015-11-08,2019-10-21,5
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201611816,2016-06-28,9155000,매각,중고품,활용부서부재,2016-08-18,2023-01-12,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201611820,2016-06-28,9155000,매각,중고품,활용부서부재,2016-08-18,2023-09-13,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201911822,2019-10-15,4023000,매각,중고품,구형화,2019-12-13,2022-08-14,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201511829,2015-01-11,3577000,매각,정비필요품,수리비용과다,2015-03-07,2025-05-05,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201511833,2015-01-11,3577000,매각,중고품,활용부서부재,2015-03-07,2017-09-08,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201511835,2015-01-11,3577000,매각,폐품,내구연한 경과,2015-03-07,2023-01-31,6
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201711837,2017-11-02,1327000,매각,중고품,활용부서부재,2017-12-05,2019-06-23,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201711842,2017-11-02,1327000,매각,폐품,내구연한 경과,2017-12-05,2022-03-26,10
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202011846,2020-07-21,810000,매각,중고품,활용부서부재,2020-07-23,2023-11-11,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202011847,2020-07-21,810000,폐기,중고품,구형화,2020-07-23,2023-05-13,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202011849,2020-07-21,810000,매각,폐품,내구연한 경과,2020-07-23,2022-01-27,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202011851,2020-07-21,810000,매각,폐품,내구연한 경과,2020-07-23,2023-06-14,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202011852,2020-07-21,810000,매각,정비필요품,수리비용과다,2020-07-23,2023-08-22,5
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201811854,2018-12-02,438000,매각,폐품,내구연한 경과,2018-12-08,2023-10-23,10
