G2B_목록번호,G2B_목록명,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,승인상태,취득정리구분,운용부서코드,비고,유효시작일자,유효종료일자,수량
4321150724158946,데스크톱컴퓨터,서울,2018-06-21,524000,2018-06-25,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2018-06-25,2018-06-24,3
4321150724158946,데스크톱컴퓨터,서울,2018-08-24,532000,2018-08-31,커리어개발팀(서울),운용,5,확정,자체구입,A125,연구실 분석 업무용,2018-08-31,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2018-08-24,532000,2018-08-31,커리어개발팀(서울),취득,5,확정,자체구입,A125,연구실 분석 업무용,2018-08-31,2018-08-30,3
4321150724158946,데스크톱컴퓨터,서울,2018-09-15,520000,2018-09-21,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,,2018-09-21,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2018-09-15,520000,2018-09-21,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,,2018-09-21,2018-09-20,2
4321150724158946,데스크톱컴퓨터,서울,2018-10-29,500000,2018-11-16,커리어개발팀(서울),운용,5,확정,자체구입,A125,제1실습실 환경개선 기자재 확충,2018-11-16,2099-12-31,16
4321150724158946,데스크톱컴퓨터,서울,2018-10-29,500000,2018-11-16,커리어개발팀(서울),취득,5,확정,자체구입,A125,제1실습실 환경개선 기자재 확충,2018-11-16,2018-11-15,16
4321150724158946,데스크톱컴퓨터,서울,2018-10-29,500000,2018-11-16,학생지원팀(ERICA),운용,5,확정,자체구입,A320,제1실습실 환경개선 기자재 확충,2018-11-16,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2018-10-29,500000,2018-11-16,학생지원팀(ERICA),취득,5,확정,자체구입,A320,제1실습실 환경개선 기자재 확충,2018-11-16,2018-11-15,1
4321150724158946,데스크톱컴퓨터,서울,2018-11-12,505000,2018-11-22,사회과학대학RC행정팀(서울),운용,5,확정,자체구입,C190,제2실습실 환경개선 기자재 확충,2018-11-22,2099-12-31,15
4321150724158946,데스크톱컴퓨터,서울,2018-11-12,505000,2018-11-22,사회과학대학RC행정팀(서울),취득,5,확정,자체구입,C190,제2실습실 환경개선 기자재 확충,2018-11-22,2018-11-21,15
4321150724158946,데스크톱컴퓨터,서울,2018-12-10,530000,2018-12-16,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2018-12-16,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2018-12-10,530000,2018-12-16,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2018-12-16,2018-12-15,1
4321150724158946,데스크톱컴퓨터,서울,2019-01-06,525000,2019-01-25,공과대학RC행정팀(서울),운용,5,확정,자체제작,C182,미디어실 환경개선 기자재 확충,2019-01-25,2099-12-31,12
4321150724158946,데스크톱컴퓨터,서울,2019-01-06,525000,2019-01-25,공과대학RC행정팀(서울),취득,5,확정,자체제작,C182,미디어실 환경개선 기자재 확충,2019-01-25,2019-01-24,12
4321150724158946,데스크톱컴퓨터,서울,2019-01-31,504000,2019-02-03,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2019-02-03,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2019-01-31,504000,2019-02-03,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2019-02-03,2019-02-02,1
4321150724158946,데스크톱컴퓨터,서울,2019-02-03,509000,2019-02-09,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,,2019-02-09,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2019-02-03,509000,2019-02-09,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,,2019-02-09,2019-02-08,2
4321150724158946,데스크톱컴퓨터,서울,2019-02-09,532000,2019-02-15,학생지원팀(서울),운용,5,확정,자체구입,A124,행정 업무용 데스크톱,2019-02-15,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2019-02-09,532000,2019-02-15,학생지원팀(서울),취득,5,확정,자체구입,A124,행정 업무용 데스크톱,2019-02-15,2019-02-14,2
4321150724158946,데스크톱컴퓨터,서울,2019-04-08,518000,2019-04-12,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,전산 실습실 고정형 PC,2019-04-12,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2019-04-08,518000,2019-04-12,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,전산 실습실 고정형 PC,2019-04-12,2019-04-11,3
4321150724158946,데스크톱컴퓨터,서울,2019-04-27,518000,2019-05-08,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,기초실험실 환경개선 기자재 확충,2019-05-08,2099-12-31,10
4321150724158946,데스크톱컴퓨터,서울,2019-04-27,518000,2019-05-08,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,기초실험실 환경개선 기자재 확충,2019-05-08,2019-05-07,10
4321150724158946,데스크톱컴퓨터,서울,2019-04-27,518000,2019-05-08,시설팀(ERICA),운용,5,확정,자체구입,A351,기초실험실 환경개선 기자재 확충,2019-05-08,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2019-04-27,518000,2019-05-08,시설팀(ERICA),취득,5,확정,자체구입,A351,기초실험실 환경개선 기자재 확충,2019-05-08,2019-05-07,1
4321150724158946,데스크톱컴퓨터,서울,2019-09-06,478000,2019-09-22,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,기초실험실 환경개선 기자재 확충,2019-09-22,2099-12-31,12
4321150724158946,데스크톱컴퓨터,서울,2019-09-06,478000,2019-09-22,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,기초실험실 환경개선 기자재 확충,2019-09-22,2019-09-21,12
4321150724158946,데스크톱컴퓨터,서울,2019-11-09,506000,2019-11-13,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,,2019-11-13,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2019-11-09,506000,2019-11-13,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,,2019-11-13,2019-11-12,1
4321150724158946,데스크톱컴퓨터,서울,2019-12-09,545000,2019-12-16,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,,2019-12-16,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2019-12-09,545000,2019-12-16,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,,2019-12-16,2019-12-15,1
4321150724158946,데스크톱컴퓨터,서울,2020-01-18,550000,2020-01-23,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2020-01-23,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2020-01-18,550000,2020-01-23,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2020-01-23,2020-01-22,3
4321150724158946,데스크톱컴퓨터,서울,2020-07-28,510000,2020-07-31,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2020-07-31,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2020-07-28,510000,2020-07-31,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2020-07-31,2020-07-30,1
4321150724158946,데스크톱컴퓨터,서울,2020-08-21,525000,2020-08-25,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2020-08-25,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2020-08-21,525000,2020-08-25,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2020-08-25,2020-08-24,3
4321150724158946,데스크톱컴퓨터,서울,2020-10-26,523000,2020-10-30,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,전산 실습실 고정형 PC,2020-10-30,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2020-10-26,523000,2020-10-30,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,전산 실습실 고정형 PC,2020-10-30,2020-10-29,1
4321150724158946,데스크톱컴퓨터,서울,2020-11-07,546000,2020-11-10,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2020-11-10,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2020-11-07,546000,2020-11-10,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2020-11-10,2020-11-09,3
4321150724158946,데스크톱컴퓨터,서울,2020-12-14,506000,2020-12-19,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,연구실 분석 업무용,2020-12-19,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2020-12-14,506000,2020-12-19,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,연구실 분석 업무용,2020-12-19,2020-12-18,2
4321150724158946,데스크톱컴퓨터,서울,2020-12-17,552000,2020-12-23,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2020-12-23,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2020-12-17,552000,2020-12-23,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2020-12-23,2020-12-22,2
4321150724158946,데스크톱컴퓨터,서울,2020-12-27,539000,2021-01-02,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,전산 실습실 고정형 PC,2021-01-02,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2020-12-27,539000,2021-01-02,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,전산 실습실 고정형 PC,2021-01-02,2021-01-01,2
4321150724158946,데스크톱컴퓨터,서울,2020-12-29,523000,2021-01-01,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,연구실 분석 업무용,2021-01-01,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2020-12-29,523000,2021-01-01,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,연구실 분석 업무용,2021-01-01,2020-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2021-01-13,497000,2021-02-02,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,제1실습실 환경개선 기자재 확충,2021-02-02,2099-12-31,10
4321150724158946,데스크톱컴퓨터,서울,2021-01-13,497000,2021-02-02,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,제1실습실 환경개선 기자재 확충,2021-02-02,2021-02-01,10
4321150724158946,데스크톱컴퓨터,서울,2021-01-19,510000,2021-01-22,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,전산 실습실 고정형 PC,2021-01-22,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2021-01-19,510000,2021-01-22,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,전산 실습실 고정형 PC,2021-01-22,2021-01-21,1
4321150724158946,데스크톱컴퓨터,서울,2021-02-24,494000,2021-03-07,자연과학대학RC행정팀(서울),운용,5,확정,기증,C192,AI센터 환경개선 기자재 확충,2021-03-07,2099-12-31,12
4321150724158946,데스크톱컴퓨터,서울,2021-02-24,494000,2021-03-07,자연과학대학RC행정팀(서울),취득,5,확정,기증,C192,AI센터 환경개선 기자재 확충,2021-03-07,2021-03-06,12
4321150724158946,데스크톱컴퓨터,서울,2021-04-08,510000,2021-04-15,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2021-04-15,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2021-04-08,510000,2021-04-15,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2021-04-15,2021-04-14,1
4321150724158946,데스크톱컴퓨터,서울,2021-09-20,525000,2021-09-27,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2021-09-27,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2021-09-20,525000,2021-09-27,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2021-09-27,2021-09-26,1
4321150724158946,데스크톱컴퓨터,서울,2022-03-05,515000,2022-03-08,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2022-03-08,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2022-03-05,515000,2022-03-08,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2022-03-08,2022-03-07,1
4321150724158946,데스크톱컴퓨터,서울,2022-05-15,510000,2022-05-20,자연과학대학RC행정팀(서울),운용,5,확정,기증,C192,,2022-05-20,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2022-05-15,510000,2022-05-20,자연과학대학RC행정팀(서울),취득,5,확정,기증,C192,,2022-05-20,2022-05-19,3
4321150724158946,데스크톱컴퓨터,서울,2022-09-17,512000,2022-09-21,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2022-09-21,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2022-09-17,512000,2022-09-21,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2022-09-21,2022-09-20,2
4321150724158946,데스크톱컴퓨터,서울,2022-10-16,531000,2022-10-21,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2022-10-21,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2022-10-16,531000,2022-10-21,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2022-10-21,2022-10-20,1
4321150724158946,데스크톱컴퓨터,서울,2022-11-18,555000,2022-11-25,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2022-11-25,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2022-11-18,555000,2022-11-25,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2022-11-25,2022-11-24,3
4321150724158946,데스크톱컴퓨터,서울,2022-12-15,508000,2023-01-04,학생지원팀(서울),운용,5,확정,자체구입,A124,제2실습실 환경개선 기자재 확충,2023-01-04,2099-12-31,17
4321150724158946,데스크톱컴퓨터,서울,2022-12-15,508000,2023-01-04,학생지원팀(서울),취득,5,확정,자체구입,A124,제2실습실 환경개선 기자재 확충,2023-01-04,2023-01-03,17
4321150724158946,데스크톱컴퓨터,서울,2023-01-22,560000,2023-01-26,사회과학대학RC행정팀(서울),운용,5,확정,자체구입,C190,,2023-01-26,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2023-01-22,560000,2023-01-26,사회과학대학RC행정팀(서울),취득,5,확정,자체구입,C190,,2023-01-26,2023-01-25,1
4321150724158946,데스크톱컴퓨터,서울,2023-09-24,549000,2023-09-27,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,행정 업무용 데스크톱,2023-09-27,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2023-09-24,549000,2023-09-27,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,행정 업무용 데스크톱,2023-09-27,2023-09-26,1
4321150724158946,데스크톱컴퓨터,서울,2023-10-31,561000,2023-11-04,커리어개발팀(서울),운용,5,확정,자체구입,A125,전산 실습실 고정형 PC,2023-11-04,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2023-10-31,561000,2023-11-04,커리어개발팀(서울),취득,5,확정,자체구입,A125,전산 실습실 고정형 PC,2023-11-04,2023-11-03,3
4321150724158946,데스크톱컴퓨터,서울,2023-11-19,531000,2023-11-22,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2023-11-22,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2023-11-19,531000,2023-11-22,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2023-11-22,2023-11-21,2
4321150724158946,데스크톱컴퓨터,서울,2023-12-01,491000,2023-12-21,,운용,5,확정,자체구입,A125,제1실습실 환경개선 기자재 확충,2023-12-21,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2023-12-01,491000,2023-12-21,,취득,5,확정,자체구입,A125,제1실습실 환경개선 기자재 확충,2023-12-21,2023-12-20,1
4321150724158946,데스크톱컴퓨터,서울,2023-12-01,491000,2023-12-21,경상대학RC행정팀(ERICA),운용,5,확정,자체구입,C364,제1실습실 환경개선 기자재 확충,2023-12-21,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2023-12-01,491000,2023-12-21,경상대학RC행정팀(ERICA),취득,5,확정,자체구입,C364,제1실습실 환경개선 기자재 확충,2023-12-21,2023-12-20,1
4321150724158946,데스크톱컴퓨터,서울,2023-12-01,491000,2023-12-21,커리어개발팀(서울),운용,5,확정,자체구입,A125,제1실습실 환경개선 기자재 확충,2023-12-21,2099-12-31,15
4321150724158946,데스크톱컴퓨터,서울,2023-12-01,491000,2023-12-21,커리어개발팀(서울),취득,5,확정,자체구입,A125,제1실습실 환경개선 기자재 확충,2023-12-21,2023-12-20,15
4321150724158946,데스크톱컴퓨터,서울,2024-01-25,558000,2024-01-31,자연과학대학RC행정팀(서울),운용,5,확정,기증,C192,전산 실습실 고정형 PC,2024-01-31,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2024-01-25,558000,2024-01-31,자연과학대학RC행정팀(서울),취득,5,확정,기증,C192,전산 실습실 고정형 PC,2024-01-31,2024-01-30,1
4321150724158946,데스크톱컴퓨터,서울,2024-02-11,567000,2024-02-14,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,,2024-02-14,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2024-02-11,567000,2024-02-14,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,,2024-02-14,2024-02-13,2
4321150724158946,데스크톱컴퓨터,서울,2024-02-19,529000,2024-02-26,학생지원팀(서울),운용,5,확정,자체구입,A124,행정 업무용 데스크톱,2024-02-26,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2024-02-19,529000,2024-02-26,학생지원팀(서울),취득,5,확정,자체구입,A124,행정 업무용 데스크톱,2024-02-26,2024-02-25,1
4321150724158946,데스크톱컴퓨터,서울,2024-05-18,499000,2024-06-06,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,기초실험실 환경개선 기자재 확충,2024-06-06,2099-12-31,17
4321150724158946,데스크톱컴퓨터,서울,2024-05-18,499000,2024-06-06,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,기초실험실 환경개선 기자재 확충,2024-06-06,2024-06-05,17
4321150724158946,데스크톱컴퓨터,서울,2024-05-26,560000,2024-05-29,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,행정 업무용 데스크톱,2024-05-29,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2024-05-26,560000,2024-05-29,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,행정 업무용 데스크톱,2024-05-29,2024-05-28,2
4321150724158946,데스크톱컴퓨터,서울,2024-06-20,541000,2024-06-27,,운용,5,확정,자체구입,C188,,2024-06-27,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2024-06-20,541000,2024-06-27,,취득,5,확정,자체구입,C188,,2024-06-27,2024-06-26,1
4321150724158946,데스크톱컴퓨터,서울,2024-06-20,541000,2024-06-27,학생지원팀(ERICA),운용,5,확정,자체구입,A320,,2024-06-27,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2024-06-20,541000,2024-06-27,학생지원팀(ERICA),취득,5,확정,자체구입,A320,,2024-06-27,2024-06-26,1
4321150724158946,데스크톱컴퓨터,서울,2024-07-20,538000,2024-07-23,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2024-07-23,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2024-07-20,538000,2024-07-23,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2024-07-23,2024-07-22,3
4321150724158946,데스크톱컴퓨터,서울,2024-10-10,501000,2024-10-25,사회과학대학RC행정팀(서울),운용,5,확정,자체구입,C190,종합설계실 환경개선 기자재 확충,2024-10-25,2099-12-31,15
4321150724158946,데스크톱컴퓨터,서울,2024-10-10,501000,2024-10-25,사회과학대학RC행정팀(서울),취득,5,확정,자체구입,C190,종합설계실 환경개선 기자재 확충,2024-10-25,2024-10-24,15
4321150724158946,데스크톱컴퓨터,서울,2024-11-20,567000,2024-11-23,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,행정 업무용 데스크톱,2024-11-23,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2024-11-20,567000,2024-11-23,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,행정 업무용 데스크톱,2024-11-23,2024-11-22,2
4321150724158946,데스크톱컴퓨터,서울,2025-02-25,538000,2025-03-03,인문과학대학RC행정팀(서울),운용,5,확정,자체구입,C188,,2025-03-03,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2025-02-25,538000,2025-03-03,인문과학대학RC행정팀(서울),취득,5,확정,자체구입,C188,,2025-03-03,2025-03-02,1
4321150724158946,데스크톱컴퓨터,서울,2025-03-14,544000,2025-03-19,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,,2025-03-19,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2025-03-14,544000,2025-03-19,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,,2025-03-19,2025-03-18,1
4321150724158946,데스크톱컴퓨터,서울,2025-03-24,537000,2025-03-29,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,전산 실습실 고정형 PC,2025-03-29,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2025-03-24,537000,2025-03-29,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,전산 실습실 고정형 PC,2025-03-29,2025-03-28,3
4321150724158946,데스크톱컴퓨터,서울,2025-04-09,534000,2025-04-25,공학대학RC행정팀(ERICA),운용,5,확정,기증,C352,종합설계실 환경개선 기자재 확충,2025-04-25,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2025-04-09,534000,2025-04-25,공학대학RC행정팀(ERICA),취득,5,확정,기증,C352,종합설계실 환경개선 기자재 확충,2025-04-25,2025-04-24,1
4321150724158946,데스크톱컴퓨터,서울,2025-04-09,534000,2025-04-25,사회과학대학RC행정팀(서울),운용,5,확정,기증,C190,종합설계실 환경개선 기자재 확충,2025-04-25,2099-12-31,13
4321150724158946,데스크톱컴퓨터,서울,2025-04-09,534000,2025-04-25,사회과학대학RC행정팀(서울),취득,5,확정,기증,C190,종합설계실 환경개선 기자재 확충,2025-04-25,2025-04-24,13
4321150724158946,데스크톱컴퓨터,서울,2025-04-09,534000,2025-04-25,학생지원팀(ERICA),운용,5,확정,기증,A320,종합설계실 환경개선 기자재 확충,2025-04-25,2099-12-31,1
4321150724158946,데스크톱컴퓨터,서울,2025-04-09,534000,2025-04-25,학생지원팀(ERICA),취득,5,확정,기증,A320,종합설계실 환경개선 기자재 확충,2025-04-25,2025-04-24,1
4321150724158946,데스크톱컴퓨터,서울,2025-05-01,508000,2025-05-16,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,종합설계실 환경개선 기자재 확충,2025-05-16,2099-12-31,12
4321150724158946,데스크톱컴퓨터,서울,2025-05-01,508000,2025-05-16,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,종합설계실 환경개선 기자재 확충,2025-05-16,2025-05-15,12
4321150724158946,데스크톱컴퓨터,서울,2025-08-02,555000,2025-08-06,학생지원팀(서울),운용,5,확정,자체구입,A124,전산 실습실 고정형 PC,2025-08-06,2099-12-31,2
4321150724158946,데스크톱컴퓨터,서울,2025-08-02,555000,2025-08-06,학생지원팀(서울),취득,5,확정,자체구입,A124,전산 실습실 고정형 PC,2025-08-06,2025-08-05,2
4321150724158946,데스크톱컴퓨터,서울,2025-08-04,520000,2025-08-07,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,연구실 분석 업무용,2025-08-07,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2025-08-04,520000,2025-08-07,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,연구실 분석 업무용,2025-08-07,2025-08-06,3
4321150724158946,데스크톱컴퓨터,서울,2025-09-30,518000,2025-10-16,공과대학RC행정팀(서울),운용,5,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,2025-10-16,2099-12-31,11
4321150724158946,데스크톱컴퓨터,서울,2025-09-30,518000,2025-10-16,공과대학RC행정팀(서울),취득,5,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,2025-10-16,2025-10-15,11
4321150724158946,데스크톱컴퓨터,서울,2025-11-28,540000,2025-12-02,자연과학대학RC행정팀(서울),운용,5,확정,자체구입,C192,,2025-12-02,2099-12-31,3
4321150724158946,데스크톱컴퓨터,서울,2025-11-28,540000,2025-12-02,자연과학대학RC행정팀(서울),취득,5,확정,자체구입,C192,,2025-12-02,2025-12-01,3
4321150724355228,데스크톱컴퓨터,ERICA,2005-02-13,2201000,2005-02-22,경상대학RC행정팀(ERICA),운용,5,확정,자체구입,C364,제1실습실 환경개선 기자재 확충,2005-02-22,2099-12-31,17
4321150724355228,데스크톱컴퓨터,ERICA,2005-02-13,2201000,2005-02-22,경상대학RC행정팀(ERICA),취득,5,확정,자체구입,C364,제1실습실 환경개선 기자재 확충,2005-02-22,2005-02-21,17
4321150724355228,데스크톱컴퓨터,ERICA,2005-02-22,2354000,2005-02-27,공학대학RC행정팀(ERICA),운용,5,확정,자체구입,C352,,2005-02-27,2099-12-31,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-02-22,2354000,2005-02-27,공학대학RC행정팀(ERICA),취득,5,확정,자체구입,C352,,2005-02-27,2005-02-26,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-03-10,2266000,2005-03-18,소프트웨어융합대학RC행정팀(ERICA),운용,5,확정,자체구입,C354,AI센터 환경개선 기자재 확충,2005-03-18,2099-12-31,19
4321150724355228,데스크톱컴퓨터,ERICA,2005-03-10,2266000,2005-03-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,확정,자체구입,C354,AI센터 환경개선 기자재 확충,2005-03-18,2005-03-17,19
4321150724355228,데스크톱컴퓨터,ERICA,2005-03-28,2327000,2005-04-04,공학대학RC행정팀(ERICA),운용,5,확정,자체구입,C352,AI센터 환경개선 기자재 확충,2005-04-04,2099-12-31,10
4321150724355228,데스크톱컴퓨터,ERICA,2005-03-28,2327000,2005-04-04,공학대학RC행정팀(ERICA),취득,5,확정,자체구입,C352,AI센터 환경개선 기자재 확충,2005-04-04,2005-04-03,10
4321150724355228,데스크톱컴퓨터,ERICA,2005-05-07,2253000,2005-05-10,경상대학RC행정팀(ERICA),운용,5,확정,자체구입,C364,,2005-05-10,2099-12-31,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-05-07,2253000,2005-05-10,경상대학RC행정팀(ERICA),취득,5,확정,자체구입,C364,,2005-05-10,2005-05-09,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-07-22,2392000,2005-07-29,공학대학RC행정팀(ERICA),운용,5,확정,자체구입,C352,,2005-07-29,2099-12-31,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-07-22,2392000,2005-07-29,공학대학RC행정팀(ERICA),취득,5,확정,자체구입,C352,,2005-07-29,2005-07-28,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-08-11,2326000,2005-08-15,공학대학RC행정팀(ERICA),운용,5,확정,자체구입,C352,행정 업무용 데스크톱,2005-08-15,2099-12-31,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-08-11,2326000,2005-08-15,공학대학RC행정팀(ERICA),취득,5,확정,자체구입,C352,행정 업무용 데스크톱,2005-08-15,2005-08-14,1
4321150724355228,데스크톱컴퓨터,ERICA,2005-10-25,2303000,2005-10-31,글로벌문화통상대학RC행정팀(ERICA),운용,5,확정,자체구입,C360,,2005-10-31,2099-12-31,2
4321150724355228,데스크톱컴퓨터,ERICA,2005-10-25,2303000,2005-10-31,글로벌문화통상대학RC행정팀(ERICA),취득,5,확정,자체구입,C360,,2005-10-31,2005-10-30,2
4321150724355228,데스크톱컴퓨터,ERICA,2005-11-08,2329000,2005-11-11,공학대학RC행정팀(ERICA),운용,5,확정,자체구입,C352,,2005-11-11,2099-12-31,1
