점검수리일자,물품고유번호,G2B_목록번호,G2B_목록명,운용부서,점검수리구분,처리결과,수리비용,장애심각도,비고
2020-03-31,M200901164,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,384000,2,책상 수리
2020-07-21,M200901164,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2019-06-10,M201800776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,144000,1,책상 장애점검
2020-06-15,M201800776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-05-04,M201800776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,66000,1,책상 장애점검
2024-08-15,M201800776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2026-02-05,M201800776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,68000,1,책상 장애점검
2019-02-20,M201800777,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2019-03-14,M201800777,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2019-04-17,M201800777,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-09-28,M201800777,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,83000,0,책상 장애점검
2019-07-04,M201800778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-02-02,M201800778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-08-01,M201800778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2022-06-27,M201800778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2025-02-16,M201800778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,578000,2,책상 수리
2020-07-06,M201800779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-04-14,M201800779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-09-15,M201800779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,122000,0,책상 장애점검
2024-01-28,M201800779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,86000,1,책상 장애점검
2019-08-27,M201800780,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-01-29,M201800780,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,148000,0,책상 장애점검
2021-04-02,M201800780,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-05-23,M201800780,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-12-05,M201800780,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,149000,1,책상 장애점검
2025-04-01,M201800780,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-09-21,M201800781,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-10-19,M201800781,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,114000,0,책상 장애점검
2024-08-24,M201800781,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2025-11-28,M201800781,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-07-20,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,77000,1,책상 장애점검
2020-10-25,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,67000,1,책상 정기점검
2021-05-19,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-06-24,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,83000,1,책상 정기점검
2021-09-17,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-03-09,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,465000,2,책상 수리
2024-01-05,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-06-14,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,112000,1,책상 정기점검
2025-05-22,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,320000,2,책상 수리
2026-01-06,M201800782,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2022-10-21,M201800783,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,530000,2,책상 수리
2023-05-01,M201800783,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-06-01,M201800783,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-06-06,M201800783,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-01-06,M201800784,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-08-13,M201800784,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,382000,2,책상 수리
2022-04-20,M201800784,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,151000,1,책상 장애점검
2023-02-23,M201800784,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-10-05,M201800784,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2022-08-31,M201800785,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,466000,2,책상 수리
2023-10-23,M201800785,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2025-08-21,M201800785,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2019-03-22,M201800786,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2019-12-25,M201800786,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,408000,2,책상 수리
2021-01-23,M201800786,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,107000,1,책상 장애점검
2021-11-03,M201800786,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-11-04,M201800786,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,136000,1,책상 정기점검
2020-06-07,M201800787,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2022-05-04,M201800787,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,120000,1,책상 장애점검
2023-07-23,M201800787,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,76000,1,책상 정기점검
2023-10-18,M201800787,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,160000,1,책상 장애점검
2023-11-07,M201800787,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-05-20,M201800787,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,55000,1,책상 장애점검
2019-04-12,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,78000,1,책상 정기점검
2019-05-14,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,67000,1,책상 장애점검
2019-09-11,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,561000,2,책상 수리
2020-03-15,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-08-23,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,164000,1,책상 정기점검
2022-01-07,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2022-01-09,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-11-22,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2026-02-02,M201800789,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-03-14,M201800790,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2022-07-17,M201800790,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,489000,2,책상 수리
2023-06-22,M201800790,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,101000,1,책상 정기점검
2025-11-26,M201800790,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-06-07,M201800791,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-11-27,M201800791,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,80000,1,책상 정기점검
2021-06-26,M201800791,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,451000,2,책상 수리
2022-02-16,M201800791,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,389000,2,책상 수리
2025-12-27,M201800791,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,162000,1,책상 장애점검
2006-10-22,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2007-11-16,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2008-06-04,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,534000,2,책상 수리
2008-09-17,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,518000,2,책상 수리
2011-04-30,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2013-07-16,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2016-06-29,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,88000,1,책상 정기점검
2022-10-07,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,543000,2,책상 수리
2023-06-22,M200501094,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,392000,2,책상 수리
2005-09-01,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2007-06-14,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,432000,2,책상 수리
2009-04-08,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,94000,1,책상 장애점검
2010-01-08,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,644000,2,책상 수리
2011-07-19,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,69000,1,책상 장애점검
2017-08-19,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,73000,1,책상 장애점검
2019-08-10,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,62000,1,책상 장애점검
2020-01-01,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,569000,2,책상 수리
2021-10-17,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,368000,2,책상 수리
2024-01-14,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,433000,2,책상 수리
2024-10-19,M200501095,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,331000,2,책상 수리
2005-05-20,M200501096,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,127000,0,책상 장애점검
2005-08-06,M200501096,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,147000,1,책상 장애점검
2006-08-11,M200501096,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2007-11-23,M200501096,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,109000,1,책상 장애점검
2011-07-12,M200501096,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,106000,1,책상 장애점검
2012-05-11,M200501096,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,97000,0,책상 장애점검
2012-09-29,M200501096,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2016-11-22,M201500808,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2018-05-29,M201500808,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,432000,2,책상 수리
2018-06-20,M201500808,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,364000,2,책상 수리
2022-10-08,M201500808,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-02-27,M201500808,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2019-03-30,M201500809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,79000,1,책상 장애점검
2019-08-06,M201500809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,135000,1,책상 장애점검
2020-08-28,M201500809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,642000,3,책상 부품교체
2024-06-25,M201500809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-12-25,M201500809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),부품교체,교체권고,711000,3,책상 부품교체
2015-12-08,M201500810,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2016-08-19,M201500810,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,607000,2,책상 수리
2018-04-19,M201500810,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,87000,1,책상 장애점검
2020-11-21,M201500810,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,70000,1,책상 정기점검
2024-05-27,M201500810,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,67000,1,책상 장애점검
2025-05-23,M202500653,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2025-08-09,M202500653,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,570000,2,책상 수리
2010-04-01,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2011-06-07,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2011-08-21,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,383000,2,책상 수리
2012-04-17,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2015-06-12,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,310000,2,책상 수리
2015-10-29,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,360000,2,책상 수리
2018-07-23,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2018-08-28,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-08-19,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,369000,2,책상 수리
2022-01-23,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,483000,2,책상 수리
2023-05-12,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,651000,2,책상 수리
2023-05-17,M200901167,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,592000,2,책상 수리
2011-06-08,M200901168,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2013-03-05,M200901168,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,57000,1,책상 장애점검
2016-02-01,M200901168,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2018-05-14,M200901168,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,439000,2,책상 수리
2018-10-23,M200901168,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),부품교체,교체권고,691000,3,책상 부품교체
2024-01-25,M200901168,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,361000,2,책상 수리
2026-01-24,M200901168,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,351000,3,책상 부품교체
2012-01-20,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2013-04-30,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2013-07-25,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,102000,1,책상 정기점검
2014-09-06,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2015-10-29,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2018-05-01,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,119000,1,책상 장애점검
2018-09-07,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,580000,3,책상 부품교체
2018-09-26,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,93000,1,책상 장애점검
2019-04-24,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,415000,2,책상 수리
2020-03-28,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,447000,3,책상 부품교체
2022-11-22,M200901169,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,353000,2,책상 수리
2019-11-19,M201800807,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-01-22,M201800807,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2021-02-06,M201800807,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,158000,1,책상 장애점검
2024-04-29,M201800807,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2023-10-05,M201800808,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2025-11-05,M201800808,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,97000,0,책상 장애점검
2019-07-14,M201800809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-03-07,M201800809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2020-08-01,M201800809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2024-05-20,M201800809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,136000,1,책상 정기점검
2024-12-04,M201800809,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,133000,0,책상 장애점검
2011-02-14,M200700771,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,82000,1,책상 정기점검
2013-03-29,M200700771,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2013-11-08,M200700771,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,63000,1,책상 장애점검
2015-12-30,M200700771,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2016-11-04,M200700771,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,86000,1,책상 장애점검
2009-03-29,M200700772,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,59000,1,책상 장애점검
2010-12-05,M200700772,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2011-06-10,M200700772,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2011-12-01,M200700772,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,80000,1,책상 장애점검
2012-10-15,M200700772,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2018-08-20,M200700772,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2009-07-28,M200700773,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2010-10-26,M200700773,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2010-12-21,M200700773,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,148000,1,책상 정기점검
2015-05-15,M200700773,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2018-06-29,M200700773,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,480000,2,책상 수리
2020-04-12,M200700773,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2008-02-29,M200700774,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,63000,1,책상 정기점검
2008-04-05,M200700774,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,64000,1,책상 정기점검
2010-10-05,M200700774,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2012-07-13,M200700774,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,358000,2,책상 수리
2014-06-18,M200700774,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,77000,0,책상 장애점검
2011-05-23,M200700775,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2008-03-13,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2011-11-30,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2014-01-08,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2015-03-11,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2016-08-30,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,529000,2,책상 수리
2017-02-26,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2017-03-20,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,125000,1,책상 정기점검
2019-02-27,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,582000,2,책상 수리
2019-08-17,M200700776,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,70000,1,책상 장애점검
2008-06-02,M200700777,5610170325114372,책상,,정기점검,정상,0,0,책상 정기점검
2009-08-05,M200700777,5610170325114372,책상,,정기점검,정상,0,0,책상 정기점검
2010-10-19,M200700777,5610170325114372,책상,,정기점검,정상,0,0,책상 정기점검
2011-04-26,M200700777,5610170325114372,책상,,정기점검,정상,0,0,책상 정기점검
2011-05-19,M200700777,5610170325114372,책상,,정기점검,정상,0,0,책상 정기점검
2011-10-28,M200700777,5610170325114372,책상,,수리,주요수리,582000,2,책상 수리
2018-03-28,M200700777,5610170325114372,책상,,수리,주요수리,378000,2,책상 수리
2020-08-29,M200700777,5610170325114372,책상,,정기점검,정상,0,0,책상 정기점검
2020-09-17,M200700777,5610170325114372,책상,,장애점검,경미수리,130000,1,책상 장애점검
2022-02-14,M200700777,5610170325114372,책상,,장애점검,경미수리,149000,1,책상 장애점검
2022-04-19,M200700777,5610170325114372,책상,,수리,주요수리,266000,2,책상 수리
2023-11-07,M200700777,5610170325114372,책상,,정기점검,정상,0,0,책상 정기점검
2011-04-19,M200700778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,526000,2,책상 수리
2014-12-07,M200700778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2015-01-18,M200700778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2016-07-05,M200700778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,88000,0,책상 장애점검
2017-08-13,M200700778,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2008-11-22,M200700779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2009-05-31,M200700779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,책상 정기점검
2010-04-08,M200700779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,90000,1,책상 장애점검
2010-10-16,M200700779,5610170325114372,책상,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,95000,1,책상 정기점검
