G2B_목록번호,G2B_목록명,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,승인상태,취득정리구분,운용부서코드,비고,수량
4321150324343967,노트북컴퓨터,서울,2015-11-21,1116000,2015-11-28,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2015-11-24,3303000,2015-12-01,공과대학RC행정팀(서울),불용,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2015-11-24,3303000,2015-12-01,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,,2
4321150324343967,노트북컴퓨터,서울,2016-01-01,2108000,2016-01-07,커리어개발팀(서울),처분,6,확정,자체구입,A125,학과 공용 전산 자산,2
4321150324343967,노트북컴퓨터,서울,2016-01-31,3351000,2016-02-07,인문과학대학RC행정팀(서울),처분,6,확정,자체구입,C188,AI 실습 수업용 노트북,3
4321150324343967,노트북컴퓨터,서울,2016-02-09,1042000,2016-02-16,자연과학대학RC행정팀(서울),불용,6,확정,자체구입,C192,AI 실습 수업용 노트북,1
4321150324343967,노트북컴퓨터,서울,2016-04-04,1037000,2016-04-11,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2016-08-07,2224000,2016-08-10,인문과학대학RC행정팀(서울),운용,6,확정,자체구입,C188,,1
4321150324343967,노트북컴퓨터,서울,2016-08-07,2224000,2016-08-10,인문과학대학RC행정팀(서울),처분,6,확정,자체구입,C188,,1
4321150324343967,노트북컴퓨터,서울,2016-09-20,3369000,2016-09-26,커리어개발팀(서울),운용,6,확정,자체구입,A125,전산 실습실 공용 장비,1
4321150324343967,노트북컴퓨터,서울,2016-09-20,3369000,2016-09-26,커리어개발팀(서울),처분,6,확정,자체구입,A125,전산 실습실 공용 장비,2
4321150324343967,노트북컴퓨터,서울,2016-10-04,2080000,2016-10-09,사회과학대학RC행정팀(서울),운용,6,확정,자체구입,C190,,1
4321150324343967,노트북컴퓨터,서울,2016-10-04,2080000,2016-10-09,사회과학대학RC행정팀(서울),처분,6,확정,자체구입,C190,,1
4321150324343967,노트북컴퓨터,서울,2017-01-03,2264000,2017-01-10,공과대학RC행정팀(서울),운용,6,확정,기증,C182,,1
4321150324343967,노트북컴퓨터,서울,2017-01-03,2264000,2017-01-10,공과대학RC행정팀(서울),처분,6,확정,기증,C182,,1
4321150324343967,노트북컴퓨터,서울,2017-01-16,1121000,2017-01-20,학생지원팀(서울),처분,6,확정,자체구입,A124,교수·연구원 업무용,1
4321150324343967,노트북컴퓨터,서울,2017-05-24,3264000,2017-05-31,사회과학대학RC행정팀(서울),처분,6,확정,자체구입,C190,,3
4321150324343967,노트북컴퓨터,서울,2017-07-20,1104000,2017-07-25,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,전산 실습실 공용 장비,1
4321150324343967,노트북컴퓨터,서울,2017-10-14,1088000,2017-10-21,자연과학대학RC행정팀(서울),처분,6,확정,자체구입,C192,,1
4321150324343967,노트북컴퓨터,서울,2018-04-27,2080000,2018-05-01,커리어개발팀(서울),처분,6,확정,기증,A125,교수·연구원 업무용,2
4321150324343967,노트북컴퓨터,서울,2018-09-03,19512000,2018-09-23,공과대학RC행정팀(서울),불용,6,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,1
4321150324343967,노트북컴퓨터,서울,2018-09-03,19512000,2018-09-23,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,6
4321150324343967,노트북컴퓨터,서울,2018-09-03,19512000,2018-09-23,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,11
4321150324343967,노트북컴퓨터,서울,2018-09-08,2116000,2018-09-14,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,AI 실습 수업용 노트북,1
4321150324343967,노트북컴퓨터,서울,2018-09-08,2116000,2018-09-14,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,AI 실습 수업용 노트북,1
4321150324343967,노트북컴퓨터,서울,2019-03-27,13663000,2019-04-04,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,4
4321150324343967,노트북컴퓨터,서울,2019-03-27,13663000,2019-04-04,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,9
4321150324343967,노트북컴퓨터,서울,2019-04-03,1119000,2019-04-10,사회과학대학RC행정팀(서울),처분,6,확정,자체제작,C190,,1
4321150324343967,노트북컴퓨터,서울,2019-04-05,2244000,2019-04-11,학생지원팀(서울),운용,6,확정,자체구입,A124,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2019-04-05,2244000,2019-04-11,학생지원팀(서울),처분,6,확정,자체구입,A124,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2019-05-11,2258000,2019-05-18,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2019-05-11,2258000,2019-05-18,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2020-03-18,1107000,2020-03-25,자연과학대학RC행정팀(서울),처분,6,확정,자체구입,C192,,1
4321150324343967,노트북컴퓨터,서울,2020-04-04,1061000,2020-04-07,커리어개발팀(서울),운용,6,확정,자체구입,A125,,1
4321150324343967,노트북컴퓨터,서울,2020-04-10,20740000,2020-04-29,자연과학대학RC행정팀(서울),운용,6,확정,기증,C192,제2실습실 환경개선 기자재 확충,8
4321150324343967,노트북컴퓨터,서울,2020-04-10,20740000,2020-04-29,자연과학대학RC행정팀(서울),처분,6,확정,기증,C192,제2실습실 환경개선 기자재 확충,12
4321150324343967,노트북컴퓨터,서울,2020-04-13,10630000,2020-04-25,사회과학대학RC행정팀(서울),불용,6,확정,자체구입,C190,기초실험실 환경개선 기자재 확충,2
4321150324343967,노트북컴퓨터,서울,2020-04-13,10630000,2020-04-25,사회과학대학RC행정팀(서울),운용,6,확정,자체구입,C190,기초실험실 환경개선 기자재 확충,4
4321150324343967,노트북컴퓨터,서울,2020-04-13,10630000,2020-04-25,사회과학대학RC행정팀(서울),처분,6,확정,자체구입,C190,기초실험실 환경개선 기자재 확충,4
4321150324343967,노트북컴퓨터,서울,2020-05-12,3273000,2020-05-18,학생지원팀(서울),운용,6,확정,자체구입,A124,전산 실습실 공용 장비,1
4321150324343967,노트북컴퓨터,서울,2020-05-12,3273000,2020-05-18,학생지원팀(서울),처분,6,확정,자체구입,A124,전산 실습실 공용 장비,2
4321150324343967,노트북컴퓨터,서울,2020-06-13,3201000,2020-06-17,커리어개발팀(서울),운용,6,확정,자체제작,A125,,1
4321150324343967,노트북컴퓨터,서울,2020-06-13,3201000,2020-06-17,커리어개발팀(서울),처분,6,확정,자체제작,A125,,2
4321150324343967,노트북컴퓨터,서울,2020-06-15,1054000,2020-06-19,자연과학대학RC행정팀(서울),운용,6,확정,자체구입,C192,,1
4321150324343967,노트북컴퓨터,서울,2020-06-20,3300000,2020-06-24,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2020-06-20,3300000,2020-06-24,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,,2
4321150324343967,노트북컴퓨터,서울,2020-07-15,3144000,2020-07-21,커리어개발팀(서울),운용,6,확정,자체구입,A125,,1
4321150324343967,노트북컴퓨터,서울,2020-07-15,3144000,2020-07-21,커리어개발팀(서울),처분,6,확정,자체구입,A125,,2
4321150324343967,노트북컴퓨터,서울,2020-07-23,10550000,2020-08-11,학생지원팀(서울),운용,6,확정,자체구입,A124,AI센터 환경개선 기자재 확충,4
4321150324343967,노트북컴퓨터,서울,2020-07-23,10550000,2020-08-11,학생지원팀(서울),처분,6,확정,자체구입,A124,AI센터 환경개선 기자재 확충,6
4321150324343967,노트북컴퓨터,서울,2020-09-01,2118000,2020-09-04,인문과학대학RC행정팀(서울),운용,6,확정,자체구입,C188,,1
4321150324343967,노트북컴퓨터,서울,2020-09-01,2118000,2020-09-04,인문과학대학RC행정팀(서울),처분,6,확정,자체구입,C188,,1
4321150324343967,노트북컴퓨터,서울,2020-10-03,1127000,2020-10-09,학생지원팀(서울),처분,6,확정,자체구입,A124,,1
4321150324343967,노트북컴퓨터,서울,2020-12-04,1058000,2020-12-11,학생지원팀(서울),처분,6,확정,자체구입,A124,,1
4321150324343967,노트북컴퓨터,서울,2021-01-30,1057000,2021-02-02,공과대학RC행정팀(서울),운용,6,확정,기증,C182,,1
4321150324343967,노트북컴퓨터,서울,2021-02-05,2280000,2021-02-10,인문과학대학RC행정팀(서울),처분,6,확정,자체구입,C188,,2
4321150324343967,노트북컴퓨터,서울,2021-02-14,1093000,2021-02-17,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2021-03-12,1112000,2021-03-17,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2021-03-15,1123000,2021-03-21,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2021-05-08,2254000,2021-05-12,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,2
4321150324343967,노트북컴퓨터,서울,2021-06-18,3333000,2021-06-24,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,AI 실습 수업용 노트북,1
4321150324343967,노트북컴퓨터,서울,2021-06-18,3333000,2021-06-24,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,AI 실습 수업용 노트북,2
4321150324343967,노트북컴퓨터,서울,2021-08-06,2202000,2021-08-13,인문과학대학RC행정팀(서울),불용,6,확정,자체구입,C188,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2021-08-06,2202000,2021-08-13,인문과학대학RC행정팀(서울),처분,6,확정,자체구입,C188,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2021-08-29,1099000,2021-09-03,사회과학대학RC행정팀(서울),처분,6,확정,자체구입,C190,,1
4321150324343967,노트북컴퓨터,서울,2021-09-10,3192000,2021-09-13,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,3
4321150324343967,노트북컴퓨터,서울,2021-11-07,2282000,2021-11-10,인문과학대학RC행정팀(서울),운용,6,확정,자체구입,C188,,2
4321150324343967,노트북컴퓨터,서울,2022-03-19,3309000,2022-03-22,자연과학대학RC행정팀(서울),운용,6,확정,자체구입,C192,AI 실습 수업용 노트북,3
4321150324343967,노트북컴퓨터,서울,2022-03-23,13767000,2022-04-08,,처분,6,확정,자체구입,C188,제2실습실 환경개선 기자재 확충,1
4321150324343967,노트북컴퓨터,서울,2022-03-23,13767000,2022-04-08,인문과학대학RC행정팀(서울),운용,6,확정,자체구입,C188,제2실습실 환경개선 기자재 확충,12
4321150324343967,노트북컴퓨터,서울,2022-03-26,1092000,2022-03-31,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2022-03-28,3438000,2022-03-31,인문과학대학RC행정팀(서울),운용,6,확정,자체구입,C188,,3
4321150324343967,노트북컴퓨터,서울,2022-04-06,11682000,2022-04-22,,반납,6,확정,자체구입,A124,종합설계실 환경개선 기자재 확충,1
4321150324343967,노트북컴퓨터,서울,2022-04-06,11682000,2022-04-22,학생지원팀(서울),운용,6,확정,자체구입,A124,종합설계실 환경개선 기자재 확충,9
4321150324343967,노트북컴퓨터,서울,2022-04-06,11682000,2022-04-22,학생지원팀(서울),처분,6,확정,자체구입,A124,종합설계실 환경개선 기자재 확충,1
4321150324343967,노트북컴퓨터,서울,2022-07-16,1148000,2022-07-21,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,AI 실습 수업용 노트북,1
4321150324343967,노트북컴퓨터,서울,2022-08-21,3303000,2022-08-25,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,2
4321150324343967,노트북컴퓨터,서울,2022-08-21,3303000,2022-08-25,공과대학RC행정팀(서울),처분,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2022-10-12,10240000,2022-10-26,공과대학RC행정팀(서울),불용,6,확정,자체구입,C182,종합설계실 환경개선 기자재 확충,1
4321150324343967,노트북컴퓨터,서울,2022-10-12,10240000,2022-10-26,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,종합설계실 환경개선 기자재 확충,9
4321150324343967,노트북컴퓨터,서울,2022-11-11,14406000,2022-11-27,,처분,6,확정,자체구입,C190,AI센터 환경개선 기자재 확충,1
4321150324343967,노트북컴퓨터,서울,2022-11-11,14406000,2022-11-27,사회과학대학RC행정팀(서울),운용,6,확정,자체구입,C190,AI센터 환경개선 기자재 확충,12
4321150324343967,노트북컴퓨터,서울,2022-11-11,14406000,2022-11-27,사회과학대학RC행정팀(서울),처분,6,확정,자체구입,C190,AI센터 환경개선 기자재 확충,1
4321150324343967,노트북컴퓨터,서울,2022-12-08,2244000,2022-12-13,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,전산 실습실 공용 장비,2
4321150324343967,노트북컴퓨터,서울,2022-12-29,2192000,2023-01-01,,반납,6,확정,자체구입,C188,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2022-12-29,2192000,2023-01-01,인문과학대학RC행정팀(서울),운용,6,확정,자체구입,C188,학과 공용 전산 자산,1
4321150324343967,노트북컴퓨터,서울,2023-04-04,2334000,2023-04-10,사회과학대학RC행정팀(서울),운용,6,확정,자체구입,C190,,2
4321150324343967,노트북컴퓨터,서울,2023-10-06,2312000,2023-10-11,커리어개발팀(서울),운용,6,확정,자체구입,A125,,2
4321150324343967,노트북컴퓨터,서울,2023-10-18,1158000,2023-10-21,자연과학대학RC행정팀(서울),운용,6,확정,자체구입,C192,,1
4321150324343967,노트북컴퓨터,서울,2024-06-10,1118000,2024-06-14,학생지원팀(서울),운용,6,확정,자체구입,A124,,1
4321150324343967,노트북컴퓨터,서울,2024-07-24,2164000,2024-07-30,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,교수·연구원 업무용,2
4321150324343967,노트북컴퓨터,서울,2024-08-10,3435000,2024-08-15,커리어개발팀(서울),운용,6,확정,자체구입,A125,,3
4321150324343967,노트북컴퓨터,서울,2024-08-31,1116000,2024-09-03,자연과학대학RC행정팀(서울),운용,6,확정,자체구입,C192,,1
4321150324343967,노트북컴퓨터,서울,2024-10-27,3309000,2024-11-01,사회과학대학RC행정팀(서울),운용,6,확정,자체구입,C190,,3
4321150324343967,노트북컴퓨터,서울,2024-10-31,2140000,2024-11-05,커리어개발팀(서울),운용,6,확정,자체구입,A125,,2
4321150324343967,노트북컴퓨터,서울,2024-11-19,1100000,2024-11-24,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,1
4321150324343967,노트북컴퓨터,서울,2025-04-12,2356000,2025-04-17,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,,2
4321150324343967,노트북컴퓨터,서울,2025-06-03,13247000,2025-06-20,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,제2실습실 환경개선 기자재 확충,13
4321150324343967,노트북컴퓨터,서울,2025-08-20,2232000,2025-08-24,학생지원팀(서울),운용,6,확정,자체구입,A124,교수·연구원 업무용,1
4321150324343967,노트북컴퓨터,서울,2025-08-20,2232000,2025-08-24,학생지원팀(서울),취득,6,확정,자체구입,A124,교수·연구원 업무용,1
4321150324343967,노트북컴퓨터,서울,2025-12-07,18792000,2025-12-14,공과대학RC행정팀(서울),운용,6,확정,자체구입,C182,AI센터 환경개선 기자재 확충,18
4321150324343967,노트북컴퓨터,서울,2026-01-29,2170000,2026-02-05,공과대학RC행정팀(서울),취득,6,확정,자체구입,C182,,2
4321150324510198,노트북컴퓨터,ERICA,2005-01-07,506000,2005-01-11,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,,1
4321150324510198,노트북컴퓨터,ERICA,2005-02-11,1440000,2005-02-17,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,전산 실습실 공용 장비,1
4321150324510198,노트북컴퓨터,ERICA,2005-02-11,1440000,2005-02-17,글로벌문화통상대학RC행정팀(ERICA),처분,6,확정,자체구입,C360,전산 실습실 공용 장비,2
4321150324510198,노트북컴퓨터,ERICA,2005-03-28,511000,2005-04-03,시설팀(ERICA),처분,6,확정,자체구입,A351,전산 실습실 공용 장비,1
4321150324510198,노트북컴퓨터,ERICA,2005-04-27,494000,2005-05-03,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,,1
4321150324510198,노트북컴퓨터,ERICA,2005-05-15,976000,2005-05-21,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,,2
4321150324510198,노트북컴퓨터,ERICA,2005-06-25,506000,2005-06-29,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,학과 공용 전산 자산,1
4321150324510198,노트북컴퓨터,ERICA,2005-08-07,5628000,2005-08-23,경상대학RC행정팀(ERICA),불용,6,확정,자체구입,C364,기초실험실 환경개선 기자재 확충,1
4321150324510198,노트북컴퓨터,ERICA,2005-08-07,5628000,2005-08-23,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,기초실험실 환경개선 기자재 확충,3
4321150324510198,노트북컴퓨터,ERICA,2005-08-07,5628000,2005-08-23,경상대학RC행정팀(ERICA),처분,6,확정,자체구입,C364,기초실험실 환경개선 기자재 확충,8
4321150324510198,노트북컴퓨터,ERICA,2005-08-26,1569000,2005-09-01,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,2
4321150324510198,노트북컴퓨터,ERICA,2005-08-26,1569000,2005-09-01,글로벌문화통상대학RC행정팀(ERICA),처분,6,확정,자체구입,C360,,1
4321150324510198,노트북컴퓨터,ERICA,2005-09-26,956000,2005-09-30,공학대학RC행정팀(ERICA),불용,6,확정,자체구입,C352,,1
4321150324510198,노트북컴퓨터,ERICA,2005-09-26,956000,2005-09-30,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,1
4321150324510198,노트북컴퓨터,ERICA,2005-10-11,9500000,2005-10-22,시설팀(ERICA),불용,6,확정,자체구입,A351,기초실험실 환경개선 기자재 확충,2
4321150324510198,노트북컴퓨터,ERICA,2005-10-11,9500000,2005-10-22,시설팀(ERICA),운용,6,확정,자체구입,A351,기초실험실 환경개선 기자재 확충,8
4321150324510198,노트북컴퓨터,ERICA,2005-10-11,9500000,2005-10-22,시설팀(ERICA),처분,6,확정,자체구입,A351,기초실험실 환경개선 기자재 확충,10
4321150324510198,노트북컴퓨터,ERICA,2005-11-15,1458000,2005-11-20,경상대학RC행정팀(ERICA),처분,6,확정,자체구입,C364,전산 실습실 공용 장비,3
4321150324510198,노트북컴퓨터,ERICA,2005-12-06,489000,2005-12-11,경상대학RC행정팀(ERICA),처분,6,확정,기증,C364,,1
4321150324510198,노트북컴퓨터,ERICA,2006-01-14,527000,2006-01-17,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,,1
4321150324510198,노트북컴퓨터,ERICA,2006-01-26,8838000,2006-02-15,공학대학RC행정팀(ERICA),불용,6,확정,자체구입,C352,미디어실 환경개선 기자재 확충,1
4321150324510198,노트북컴퓨터,ERICA,2006-01-26,8838000,2006-02-15,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,미디어실 환경개선 기자재 확충,7
4321150324510198,노트북컴퓨터,ERICA,2006-01-26,8838000,2006-02-15,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,미디어실 환경개선 기자재 확충,10
4321150324510198,노트북컴퓨터,ERICA,2006-10-20,1524000,2006-10-23,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,,3
4321150324510198,노트북컴퓨터,ERICA,2006-11-05,5724000,2006-11-17,학생지원팀(ERICA),운용,6,확정,자체구입,A320,제2실습실 환경개선 기자재 확충,5
4321150324510198,노트북컴퓨터,ERICA,2006-11-05,5724000,2006-11-17,학생지원팀(ERICA),처분,6,확정,자체구입,A320,제2실습실 환경개선 기자재 확충,7
4321150324510198,노트북컴퓨터,ERICA,2006-11-06,1034000,2006-11-13,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,교수·연구원 업무용,2
4321150324510198,노트북컴퓨터,ERICA,2007-01-13,5093000,2007-01-20,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,미디어실 환경개선 기자재 확충,1
4321150324510198,노트북컴퓨터,ERICA,2007-01-13,5093000,2007-01-20,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,미디어실 환경개선 기자재 확충,10
4321150324510198,노트북컴퓨터,ERICA,2007-06-26,1012000,2007-06-30,시설팀(ERICA),운용,6,확정,자체구입,A351,,1
4321150324510198,노트북컴퓨터,ERICA,2007-06-26,1012000,2007-06-30,시설팀(ERICA),처분,6,확정,자체구입,A351,,1
4321150324510198,노트북컴퓨터,ERICA,2007-09-16,493000,2007-09-20,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,교수·연구원 업무용,1
4321150324510198,노트북컴퓨터,ERICA,2007-11-14,1500000,2007-11-19,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,전산 실습실 공용 장비,1
4321150324510198,노트북컴퓨터,ERICA,2007-11-14,1500000,2007-11-19,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,전산 실습실 공용 장비,2
4321150324510198,노트북컴퓨터,ERICA,2008-01-17,4840000,2008-02-05,소프트웨어융합대학RC행정팀(ERICA),불용,6,확정,자체구입,C354,기초실험실 환경개선 기자재 확충,1
4321150324510198,노트북컴퓨터,ERICA,2008-01-17,4840000,2008-02-05,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,기초실험실 환경개선 기자재 확충,3
4321150324510198,노트북컴퓨터,ERICA,2008-01-17,4840000,2008-02-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,기초실험실 환경개선 기자재 확충,6
4321150324510198,노트북컴퓨터,ERICA,2008-01-28,5148000,2008-02-11,소프트웨어융합대학RC행정팀(ERICA),불용,6,확정,자체구입,C354,종합설계실 환경개선 기자재 확충,1
4321150324510198,노트북컴퓨터,ERICA,2008-01-28,5148000,2008-02-11,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,종합설계실 환경개선 기자재 확충,2
4321150324510198,노트북컴퓨터,ERICA,2008-01-28,5148000,2008-02-11,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,종합설계실 환경개선 기자재 확충,8
4321150324510198,노트북컴퓨터,ERICA,2008-02-16,1058000,2008-02-23,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,1
4321150324510198,노트북컴퓨터,ERICA,2008-02-16,1058000,2008-02-23,글로벌문화통상대학RC행정팀(ERICA),처분,6,확정,자체구입,C360,,1
4321150324510198,노트북컴퓨터,ERICA,2008-03-10,1590000,2008-03-16,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,1
4321150324510198,노트북컴퓨터,ERICA,2008-03-10,1590000,2008-03-16,글로벌문화통상대학RC행정팀(ERICA),처분,6,확정,자체구입,C360,,2
4321150324510198,노트북컴퓨터,ERICA,2008-03-20,6860000,2008-04-05,공학대학RC행정팀(ERICA),불용,6,확정,자체구입,C352,종합설계실 환경개선 기자재 확충,2
4321150324510198,노트북컴퓨터,ERICA,2008-03-20,6860000,2008-04-05,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,종합설계실 환경개선 기자재 확충,3
4321150324510198,노트북컴퓨터,ERICA,2008-03-20,6860000,2008-04-05,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,종합설계실 환경개선 기자재 확충,9
4321150324510198,노트북컴퓨터,ERICA,2008-03-26,516000,2008-04-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,1
4321150324510198,노트북컴퓨터,ERICA,2008-04-08,1464000,2008-04-13,시설팀(ERICA),처분,6,확정,자체구입,A351,AI 실습 수업용 노트북,3
4321150324510198,노트북컴퓨터,ERICA,2008-05-12,964000,2008-05-18,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,1
4321150324510198,노트북컴퓨터,ERICA,2008-05-12,964000,2008-05-18,학생지원팀(ERICA),처분,6,확정,자체구입,A320,,1
4321150324510198,노트북컴퓨터,ERICA,2008-09-13,7530000,2008-09-30,공학대학RC행정팀(ERICA),불용,6,확정,자체구입,C352,기초실험실 환경개선 기자재 확충,2
4321150324510198,노트북컴퓨터,ERICA,2008-09-13,7530000,2008-09-30,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,기초실험실 환경개선 기자재 확충,2
4321150324510198,노트북컴퓨터,ERICA,2008-09-13,7530000,2008-09-30,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,기초실험실 환경개선 기자재 확충,11
4321150324510198,노트북컴퓨터,ERICA,2008-10-08,1491000,2008-10-14,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,1
4321150324510198,노트북컴퓨터,ERICA,2008-10-08,1491000,2008-10-14,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,,2
4321150324510198,노트북컴퓨터,ERICA,2008-10-28,505000,2008-10-31,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,,1
4321150324510198,노트북컴퓨터,ERICA,2008-11-27,1497000,2008-12-04,소프트웨어융합대학RC행정팀(ERICA),불용,6,확정,자체구입,C354,교수·연구원 업무용,1
4321150324510198,노트북컴퓨터,ERICA,2008-11-27,1497000,2008-12-04,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,교수·연구원 업무용,2
4321150324510198,노트북컴퓨터,ERICA,2008-12-22,1062000,2008-12-25,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,교수·연구원 업무용,1
4321150324510198,노트북컴퓨터,ERICA,2008-12-22,1062000,2008-12-25,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,교수·연구원 업무용,1
4321150324510198,노트북컴퓨터,ERICA,2009-01-16,1016000,2009-01-20,학생지원팀(ERICA),처분,6,확정,자체구입,A320,AI 실습 수업용 노트북,2
4321150324510198,노트북컴퓨터,ERICA,2009-02-22,503000,2009-02-26,시설팀(ERICA),운용,6,확정,자체구입,A351,,1
4321150324510198,노트북컴퓨터,ERICA,2009-04-11,519000,2009-04-15,공학대학RC행정팀(ERICA),처분,6,확정,자체구입,C352,,1
4321150324510198,노트북컴퓨터,ERICA,2009-05-22,532000,2009-05-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,AI 실습 수업용 노트북,1
4321150324510198,노트북컴퓨터,ERICA,2009-07-04,501000,2009-07-08,시설팀(ERICA),처분,6,확정,자체구입,A351,,1
4321150324510198,노트북컴퓨터,ERICA,2009-08-04,5760000,2009-08-23,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,종합설계실 환경개선 기자재 확충,7
4321150324510198,노트북컴퓨터,ERICA,2009-08-04,5760000,2009-08-23,글로벌문화통상대학RC행정팀(ERICA),처분,6,확정,자체구입,C360,종합설계실 환경개선 기자재 확충,5
4321150324510198,노트북컴퓨터,ERICA,2009-10-04,8262000,2009-10-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,미디어실 환경개선 기자재 확충,7
4321150324510198,노트북컴퓨터,ERICA,2009-10-04,8262000,2009-10-12,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,미디어실 환경개선 기자재 확충,10
