G2B_목록번호,G2B_목록명,물품고유번호,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,출력상태,승인상태,취득정리구분,운용부서코드,구매배치ID,구매배치수량,대량구매여부,부서예산등급,부서교체성향,부서관리성향,월평균사용시간,주당사용일수,공용장비여부,수업사용여부,사용강도지수,비고,운용확정일자
5612179825616834,칠판보조장,M200901022,ERICA,2009-12-04,9635000,2009-12-09,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2009000870,4,0,HIGH,1.1,1.02,110.0,6.0,1.0,1.0,1.061,,2009-12-09
5612179825616834,칠판보조장,M201700599,ERICA,2017-01-17,10510000,2017-01-24,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2017000871,4,0,HIGH,1.1,1.02,179.0,6.0,1.0,1.0,1.35,,2017-01-24
5612179825616834,칠판보조장,M201700600,ERICA,2017-01-17,10510000,2017-01-24,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2017000871,4,0,HIGH,1.1,1.02,81.0,4.0,1.0,0.0,0.905,,2017-01-24
5612179825616834,칠판보조장,M201700601,ERICA,2017-01-17,10510000,2017-01-24,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2017000871,4,0,HIGH,1.1,1.02,83.0,6.0,1.0,1.0,1.048,,2017-01-24
5612179825616834,칠판보조장,M201700602,ERICA,2017-01-17,10510000,2017-01-24,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2017000871,4,0,HIGH,1.1,1.02,115.0,6.0,0.0,0.0,0.983,,2017-01-24
5612179825616834,칠판보조장,M202500584,ERICA,2025-05-22,10889000,2025-05-26,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2025000872,4,0,HIGH,1.1,1.02,172.0,3.0,1.0,1.0,1.35,,2025-05-26
5612179825616834,칠판보조장,M202500585,ERICA,2025-05-22,10889000,2025-05-26,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2025000872,4,0,HIGH,1.1,1.02,146.0,6.0,1.0,0.0,1.275,,2025-05-26
5612179825616834,칠판보조장,M202500586,ERICA,2025-05-22,10889000,2025-05-26,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2025000872,4,0,HIGH,1.1,1.02,189.0,4.0,1.0,0.0,1.35,,2025-05-26
5612179825616834,칠판보조장,M202500587,ERICA,2025-05-22,10889000,2025-05-26,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2025000872,4,0,HIGH,1.1,1.02,134.0,3.0,1.0,0.0,1.241,,2025-05-26
5612179825616834,칠판보조장,M200501009,ERICA,2005-06-22,9323000,2005-06-27,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2005000873,2,0,HIGH,1.1,1.02,89.0,4.0,1.0,1.0,1.024,,2005-06-27
5612179825616834,칠판보조장,M200501010,ERICA,2005-06-22,9323000,2005-06-27,공학대학RC행정팀(ERICA),처분,7,미출력,확정,자체구입,C352,B2005000873,2,0,HIGH,1.1,1.02,129.0,4.0,0.0,1.0,1.137,,2005-06-27
5612179825616834,칠판보조장,M201400486,ERICA,2014-06-19,10201000,2014-06-24,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2014000874,2,0,HIGH,1.1,1.02,103.0,4.0,1.0,0.0,0.985,,2014-06-24
5612179825616834,칠판보조장,M201400487,ERICA,2014-06-19,10201000,2014-06-24,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2014000874,2,0,HIGH,1.1,1.02,188.0,6.0,1.0,1.0,1.35,,2014-06-24
5612179825616834,칠판보조장,M202300386,ERICA,2023-04-15,10804000,2023-04-18,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2023000875,2,0,HIGH,1.1,1.02,169.0,3.0,1.0,1.0,1.35,,2023-04-18
5612179825616834,칠판보조장,M202300387,ERICA,2023-04-15,10804000,2023-04-18,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2023000875,2,0,HIGH,1.1,1.02,174.0,3.0,1.0,1.0,1.35,,2023-04-18
5612179825616834,칠판보조장,M200600713,ERICA,2006-02-24,9527000,2006-03-02,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2006000876,4,0,HIGH,1.1,1.02,169.0,6.0,1.0,0.0,1.35,,2006-03-02
5612179825616834,칠판보조장,M200600714,ERICA,2006-02-24,9527000,2006-03-02,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2006000876,4,0,HIGH,1.1,1.02,168.0,5.0,1.0,1.0,1.35,,2006-03-02
5612179825616834,칠판보조장,M200600715,ERICA,2006-02-24,9527000,2006-03-02,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2006000876,4,0,HIGH,1.1,1.02,140.0,3.0,1.0,0.0,1.312,,2006-03-02
5612179825616834,칠판보조장,M200600716,ERICA,2006-02-24,9527000,2006-03-02,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2006000876,4,0,HIGH,1.1,1.02,134.0,3.0,1.0,1.0,1.278,,2006-03-02
5612179825616834,칠판보조장,M201400480,ERICA,2014-12-04,9811000,2014-12-08,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2014000877,4,0,HIGH,1.1,1.02,165.0,5.0,1.0,0.0,1.35,,2014-12-08
5612179825616834,칠판보조장,M201400481,ERICA,2014-12-04,9811000,2014-12-08,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2014000877,4,0,HIGH,1.1,1.02,111.0,4.0,1.0,1.0,1.115,,2014-12-08
5612179825616834,칠판보조장,M201400482,ERICA,2014-12-04,9811000,2014-12-08,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2014000877,4,0,HIGH,1.1,1.02,153.0,4.0,1.0,1.0,1.35,,2014-12-08
5612179825616834,칠판보조장,M201400483,ERICA,2014-12-04,9811000,2014-12-08,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2014000877,4,0,HIGH,1.1,1.02,149.0,5.0,1.0,0.0,1.348,,2014-12-08
5612179825616834,칠판보조장,M202200379,ERICA,2022-09-28,10117000,2022-10-05,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2022000878,4,0,HIGH,1.1,1.02,181.0,4.0,1.0,1.0,1.35,,2022-10-05
5612179825616834,칠판보조장,M202200380,ERICA,2022-09-28,10117000,2022-10-05,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2022000878,4,0,HIGH,1.1,1.02,85.0,4.0,1.0,1.0,1.053,,2022-10-05
5612179825616834,칠판보조장,M202200381,ERICA,2022-09-28,10117000,2022-10-05,공학대학RC행정팀(ERICA),운용,7,미출력,확정,자체구입,C352,B2022000878,4,0,HIGH,1.1,1.02,175.0,6.0,1.0,1.0,1.35,,2022-10-05
5612179825616834,칠판보조장,M202200382,ERICA,2022-09-28,10117000,2022-10-05,공학대학RC행정팀(ERICA),운용,7,미출력,확정,자체구입,C352,B2022000878,4,0,HIGH,1.1,1.02,180.0,3.0,1.0,0.0,1.35,,2022-10-05
5612179825616834,칠판보조장,M200901023,ERICA,2009-11-26,10000000,2009-11-30,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2009000879,1,0,HIGH,1.1,1.02,154.0,3.0,1.0,0.0,1.324,,2009-11-30
5612179825616834,칠판보조장,M201800725,ERICA,2018-04-25,10020000,2018-04-29,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2018000880,1,0,HIGH,1.1,1.02,120.0,4.0,0.0,0.0,0.947,,2018-04-29
4411191125460962,인터랙티브화이트보드및액세서리,M200500897,ERICA,2005-09-18,21116000,2005-09-21,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2005000881,3,0,HIGH,1.1,1.02,54.0,5.0,0.0,0.0,0.804,,2005-09-21
4411191125460962,인터랙티브화이트보드및액세서리,M200500898,ERICA,2005-09-18,21116000,2005-09-21,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2005000881,3,0,HIGH,1.1,1.02,52.0,5.0,0.0,0.0,0.842,,2005-09-21
4411191125460962,인터랙티브화이트보드및액세서리,M200500899,ERICA,2005-09-18,21116000,2005-09-21,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2005000881,3,0,HIGH,1.1,1.02,39.0,3.0,0.0,0.0,0.8,,2005-09-21
4411191125460962,인터랙티브화이트보드및액세서리,M201200279,ERICA,2012-12-02,23433000,2012-12-07,공학대학RC행정팀(ERICA),운용,7,미출력,확정,자체구입,C352,B2012000882,3,0,HIGH,1.1,1.02,48.0,2.0,0.0,0.0,0.843,,2012-12-07
4411191125460962,인터랙티브화이트보드및액세서리,M201200280,ERICA,2012-12-02,23433000,2012-12-07,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2012000882,3,0,HIGH,1.1,1.02,39.0,3.0,1.0,0.0,0.863,,2012-12-07
4411191125460962,인터랙티브화이트보드및액세서리,M201200281,ERICA,2012-12-02,23433000,2012-12-07,공학대학RC행정팀(ERICA),처분,7,미출력,확정,자체구입,C352,B2012000882,3,0,HIGH,1.1,1.02,110.0,4.0,0.0,0.0,0.828,,2012-12-07
4411191125460962,인터랙티브화이트보드및액세서리,M202000461,ERICA,2020-09-24,22672000,2020-09-29,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2020000883,3,0,HIGH,1.1,1.02,82.0,2.0,0.0,1.0,0.892,스마트 강의실 구축,2020-09-29
4411191125460962,인터랙티브화이트보드및액세서리,M202000462,ERICA,2020-09-24,22672000,2020-09-29,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2020000883,3,0,HIGH,1.1,1.02,71.0,5.0,1.0,0.0,0.954,스마트 강의실 구축,2020-09-29
4411191125460962,인터랙티브화이트보드및액세서리,M202000463,ERICA,2020-09-24,22672000,2020-09-29,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2020000883,3,0,HIGH,1.1,1.02,77.0,5.0,0.0,0.0,0.861,스마트 강의실 구축,2020-09-29
4411191125460962,인터랙티브화이트보드및액세서리,M200900941,ERICA,2009-05-20,22491000,2009-05-27,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2009000884,5,0,HIGH,1.1,1.02,58.0,3.0,0.0,0.0,0.872,,2009-05-27
4411191125460962,인터랙티브화이트보드및액세서리,M200900942,ERICA,2009-05-20,22491000,2009-05-27,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2009000884,5,0,HIGH,1.1,1.02,95.0,5.0,0.0,0.0,0.84,,2009-05-27
4411191125460962,인터랙티브화이트보드및액세서리,M200900943,ERICA,2009-05-20,22491000,2009-05-27,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2009000884,5,0,HIGH,1.1,1.02,50.0,3.0,0.0,0.0,0.843,,2009-05-27
4411191125460962,인터랙티브화이트보드및액세서리,M200900944,ERICA,2009-05-20,22491000,2009-05-27,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2009000884,5,0,HIGH,1.1,1.02,39.0,5.0,0.0,0.0,0.838,,2009-05-27
4411191125460962,인터랙티브화이트보드및액세서리,M200900945,ERICA,2009-05-20,22491000,2009-05-27,공학대학RC행정팀(ERICA),처분,7,미출력,확정,자체구입,C352,B2009000884,5,0,HIGH,1.1,1.02,101.0,2.0,0.0,0.0,0.837,,2009-05-27
4411191125460962,인터랙티브화이트보드및액세서리,M201600717,ERICA,2016-10-04,22059000,2016-10-09,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2016000885,5,0,HIGH,1.1,1.02,112.0,2.0,0.0,0.0,0.843,,2016-10-09
4411191125460962,인터랙티브화이트보드및액세서리,M201600718,ERICA,2016-10-04,22059000,2016-10-09,공학대학RC행정팀(ERICA),처분,7,미출력,확정,자체구입,C352,B2016000885,5,0,HIGH,1.1,1.02,89.0,4.0,0.0,0.0,0.83,,2016-10-09
4411191125460962,인터랙티브화이트보드및액세서리,M201600719,ERICA,2016-10-04,22059000,2016-10-09,공학대학RC행정팀(ERICA),처분,7,미출력,확정,자체구입,C352,B2016000885,5,0,HIGH,1.1,1.02,71.0,4.0,0.0,0.0,0.814,,2016-10-09
4411191125460962,인터랙티브화이트보드및액세서리,M201600720,ERICA,2016-10-04,22059000,2016-10-09,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2016000885,5,0,HIGH,1.1,1.02,92.0,5.0,0.0,0.0,0.82,,2016-10-09
4411191125460962,인터랙티브화이트보드및액세서리,M201600721,ERICA,2016-10-04,22059000,2016-10-09,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2016000885,5,0,HIGH,1.1,1.02,105.0,3.0,0.0,1.0,0.894,,2016-10-09
4411191125460962,인터랙티브화이트보드및액세서리,M202400518,ERICA,2024-02-01,23886000,2024-02-08,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2024000886,5,0,HIGH,1.1,1.02,92.0,4.0,0.0,0.0,0.8,,2024-02-08
4411191125460962,인터랙티브화이트보드및액세서리,M202400519,ERICA,2024-02-01,23886000,2024-02-08,공학대학RC행정팀(ERICA),운용,7,미출력,확정,자체구입,C352,B2024000886,5,0,HIGH,1.1,1.02,38.0,4.0,0.0,0.0,0.811,,2024-02-08
4411191125460962,인터랙티브화이트보드및액세서리,M202400520,ERICA,2024-02-01,23886000,2024-02-08,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2024000886,5,0,HIGH,1.1,1.02,66.0,3.0,0.0,0.0,0.8,,2024-02-08
4411191125460962,인터랙티브화이트보드및액세서리,M202400521,ERICA,2024-02-01,23886000,2024-02-08,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2024000886,5,0,HIGH,1.1,1.02,60.0,3.0,0.0,0.0,0.873,,2024-02-08
4411191125460962,인터랙티브화이트보드및액세서리,M202400522,ERICA,2024-02-01,23886000,2024-02-08,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2024000886,5,0,HIGH,1.1,1.02,72.0,5.0,1.0,0.0,0.866,,2024-02-08
4411191125460962,인터랙티브화이트보드및액세서리,M200800822,ERICA,2008-03-06,21526000,2008-03-10,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2008000887,4,0,HIGH,1.1,1.02,115.0,3.0,0.0,0.0,0.878,,2008-03-10
4411191125460962,인터랙티브화이트보드및액세서리,M200800823,ERICA,2008-03-06,21526000,2008-03-10,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2008000887,4,0,HIGH,1.1,1.02,47.0,4.0,1.0,0.0,0.95,,2008-03-10
4411191125460962,인터랙티브화이트보드및액세서리,M200800824,ERICA,2008-03-06,21526000,2008-03-10,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2008000887,4,0,HIGH,1.1,1.02,99.0,4.0,1.0,0.0,0.906,,2008-03-10
4411191125460962,인터랙티브화이트보드및액세서리,M200800825,ERICA,2008-03-06,21526000,2008-03-10,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2008000887,4,0,HIGH,1.1,1.02,96.0,3.0,1.0,0.0,0.868,,2008-03-10
4411191125460962,인터랙티브화이트보드및액세서리,M201700495,ERICA,2017-03-10,24184000,2017-03-15,공학대학RC행정팀(ERICA),처분,7,미출력,확정,자체구입,C352,B2017000888,4,0,HIGH,1.1,1.02,67.0,3.0,1.0,0.0,0.895,스마트 강의실 구축,2017-03-15
4411191125460962,인터랙티브화이트보드및액세서리,M201700496,ERICA,2017-03-10,24184000,2017-03-15,공학대학RC행정팀(ERICA),처분,7,출력,확정,자체구입,C352,B2017000888,4,0,HIGH,1.1,1.02,73.0,3.0,0.0,0.0,0.8,스마트 강의실 구축,2017-03-15
4411191125460962,인터랙티브화이트보드및액세서리,M201700497,ERICA,2017-03-10,24184000,2017-03-15,공학대학RC행정팀(ERICA),처분,7,미출력,확정,자체구입,C352,B2017000888,4,0,HIGH,1.1,1.02,77.0,3.0,0.0,0.0,0.8,스마트 강의실 구축,2017-03-15
4411191125460962,인터랙티브화이트보드및액세서리,M201700498,ERICA,2017-03-10,24184000,2017-03-15,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2017000888,4,0,HIGH,1.1,1.02,102.0,5.0,0.0,1.0,0.843,스마트 강의실 구축,2017-03-15
4411191125460962,인터랙티브화이트보드및액세서리,M202500561,ERICA,2025-08-17,25108000,2025-08-21,공학대학RC행정팀(ERICA),운용,7,미출력,확정,자체구입,C352,B2025000889,4,0,HIGH,1.1,1.02,107.0,2.0,1.0,0.0,0.918,,2025-08-21
4411191125460962,인터랙티브화이트보드및액세서리,M202500562,ERICA,2025-08-17,25108000,2025-08-21,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2025000889,4,0,HIGH,1.1,1.02,100.0,5.0,1.0,0.0,0.941,,2025-08-21
4411191125460962,인터랙티브화이트보드및액세서리,M202500563,ERICA,2025-08-17,25108000,2025-08-21,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2025000889,4,0,HIGH,1.1,1.02,62.0,5.0,0.0,0.0,0.834,,2025-08-21
4411191125460962,인터랙티브화이트보드및액세서리,M202500564,ERICA,2025-08-17,25108000,2025-08-21,공학대학RC행정팀(ERICA),운용,7,출력,확정,자체구입,C352,B2025000889,4,0,HIGH,1.1,1.02,104.0,4.0,0.0,0.0,0.836,,2025-08-21
5610150222528723,소파,M200600703,ERICA,2006-07-13,720000,2006-07-16,공학대학RC행정팀(ERICA),운용,8,미출력,확정,자체구입,C352,B2006000890,4,0,HIGH,1.1,1.02,114.0,3.0,0.0,0.0,0.892,,2006-07-16
5610150222528723,소파,M200600704,ERICA,2006-07-13,720000,2006-07-16,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2006000890,4,0,HIGH,1.1,1.02,142.0,3.0,1.0,1.0,1.343,,2006-07-16
5610150222528723,소파,M200600705,ERICA,2006-07-13,720000,2006-07-16,공학대학RC행정팀(ERICA),처분,8,미출력,확정,자체구입,C352,B2006000890,4,0,HIGH,1.1,1.02,95.0,4.0,1.0,1.0,1.054,,2006-07-16
5610150222528723,소파,M200600706,ERICA,2006-07-13,720000,2006-07-16,공학대학RC행정팀(ERICA),운용,8,미출력,확정,자체구입,C352,B2006000890,4,0,HIGH,1.1,1.02,182.0,3.0,1.0,1.0,1.35,,2006-07-16
5610150222528723,소파,M201500649,ERICA,2015-12-13,777000,2015-12-20,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2015000891,4,0,HIGH,1.1,1.02,93.0,5.0,1.0,1.0,1.056,,2015-12-20
5610150222528723,소파,M201500650,ERICA,2015-12-13,777000,2015-12-20,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2015000891,4,0,HIGH,1.1,1.02,175.0,6.0,1.0,0.0,1.35,,2015-12-20
5610150222528723,소파,M201500651,ERICA,2015-12-13,777000,2015-12-20,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2015000891,4,0,HIGH,1.1,1.02,152.0,3.0,1.0,1.0,1.35,,2015-12-20
5610150222528723,소파,M201500652,ERICA,2015-12-13,777000,2015-12-20,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2015000891,4,0,HIGH,1.1,1.02,159.0,5.0,1.0,1.0,1.35,,2015-12-20
5610150222528723,소파,M202500565,ERICA,2025-01-16,784000,2025-01-19,공학대학RC행정팀(ERICA),운용,8,미출력,확정,자체제작,C352,B2025000892,4,0,HIGH,1.1,1.02,108.0,5.0,0.0,1.0,0.928,,2025-01-19
5610150222528723,소파,M202500566,ERICA,2025-01-16,784000,2025-01-19,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체제작,C352,B2025000892,4,0,HIGH,1.1,1.02,110.0,4.0,1.0,0.0,1.012,,2025-01-19
5610150222528723,소파,M202500567,ERICA,2025-01-16,784000,2025-01-19,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체제작,C352,B2025000892,4,0,HIGH,1.1,1.02,177.0,4.0,1.0,0.0,1.35,,2025-01-19
5610150222528723,소파,M202500568,ERICA,2025-01-16,784000,2025-01-19,공학대학RC행정팀(ERICA),운용,8,미출력,확정,자체제작,C352,B2025000892,4,0,HIGH,1.1,1.02,129.0,4.0,1.0,1.0,1.203,,2025-01-19
5610150222528723,소파,M200900953,ERICA,2009-09-13,727000,2009-09-16,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2009000893,2,0,HIGH,1.1,1.02,100.0,3.0,1.0,0.0,0.991,,2009-09-16
5610150222528723,소파,M200900954,ERICA,2009-09-13,727000,2009-09-16,공학대학RC행정팀(ERICA),처분,8,미출력,확정,자체구입,C352,B2009000893,2,0,HIGH,1.1,1.02,114.0,6.0,1.0,1.0,1.044,,2009-09-16
5610150222528723,소파,M201800716,ERICA,2018-11-18,740000,2018-11-22,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2018000894,2,0,HIGH,1.1,1.02,132.0,4.0,1.0,0.0,1.117,,2018-11-22
5610150222528723,소파,M201800717,ERICA,2018-11-18,740000,2018-11-22,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2018000894,2,0,HIGH,1.1,1.02,194.0,4.0,0.0,1.0,1.35,,2018-11-22
5610150222528723,소파,M200800831,ERICA,2008-03-14,727000,2008-03-19,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2008000895,3,0,HIGH,1.1,1.02,80.0,4.0,1.0,1.0,1.039,,2008-03-19
5610150222528723,소파,M200800832,ERICA,2008-03-14,727000,2008-03-19,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2008000895,3,0,HIGH,1.1,1.02,190.0,6.0,1.0,1.0,1.35,,2008-03-19
5610150222528723,소파,M200800833,ERICA,2008-03-14,727000,2008-03-19,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2008000895,3,0,HIGH,1.1,1.02,188.0,3.0,1.0,1.0,1.35,,2008-03-19
5610150222528723,소파,M201700506,ERICA,2017-03-03,777000,2017-03-09,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2017000896,3,0,HIGH,1.1,1.02,99.0,6.0,0.0,0.0,0.804,,2017-03-09
5610150222528723,소파,M201700507,ERICA,2017-03-03,777000,2017-03-09,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2017000896,3,0,HIGH,1.1,1.02,82.0,5.0,1.0,0.0,0.949,,2017-03-09
5610150222528723,소파,M201700508,ERICA,2017-03-03,777000,2017-03-09,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2017000896,3,0,HIGH,1.1,1.02,135.0,5.0,1.0,0.0,1.175,,2017-03-09
5610150222528723,소파,M200900951,ERICA,2009-12-18,715000,2009-12-22,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2009000897,2,0,HIGH,1.1,1.02,158.0,6.0,0.0,0.0,1.272,,2009-12-22
5610150222528723,소파,M200900952,ERICA,2009-12-18,715000,2009-12-22,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2009000897,2,0,HIGH,1.1,1.02,127.0,4.0,1.0,0.0,1.132,,2009-12-22
5610150222528723,소파,M201800719,ERICA,2018-01-02,786000,2018-01-09,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2018000898,2,0,HIGH,1.1,1.02,169.0,6.0,1.0,1.0,1.35,,2018-01-09
5610150222528723,소파,M201800720,ERICA,2018-01-02,786000,2018-01-09,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2018000898,2,0,HIGH,1.1,1.02,107.0,5.0,1.0,1.0,1.03,,2018-01-09
5610150222528723,소파,M200700664,ERICA,2007-12-21,731000,2007-12-25,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2007000899,3,0,HIGH,1.1,1.02,171.0,5.0,0.0,1.0,1.35,,2007-12-25
5610150222528723,소파,M200700665,ERICA,2007-12-21,731000,2007-12-25,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2007000899,3,0,HIGH,1.1,1.02,192.0,6.0,0.0,0.0,1.35,,2007-12-25
5610150222528723,소파,M200700666,ERICA,2007-12-21,731000,2007-12-25,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2007000899,3,0,HIGH,1.1,1.02,152.0,4.0,1.0,1.0,1.35,,2007-12-25
5610150222528723,소파,M201600722,ERICA,2016-03-09,717000,2016-03-14,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2016000900,3,0,HIGH,1.1,1.02,171.0,3.0,1.0,1.0,1.35,,2016-03-14
5610150222528723,소파,M201600723,ERICA,2016-03-09,717000,2016-03-14,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2016000900,3,0,HIGH,1.1,1.02,128.0,3.0,1.0,0.0,1.102,,2016-03-14
5610150222528723,소파,M201600724,ERICA,2016-03-09,717000,2016-03-14,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2016000900,3,0,HIGH,1.1,1.02,196.0,6.0,1.0,1.0,1.35,,2016-03-14
5610150222528723,소파,M202500569,ERICA,2025-08-21,818000,2025-08-28,공학대학RC행정팀(ERICA),운용,8,미출력,확정,자체구입,C352,B2025000901,3,0,HIGH,1.1,1.02,109.0,5.0,1.0,0.0,0.936,,2025-08-28
5610150222528723,소파,M202500570,ERICA,2025-08-21,818000,2025-08-28,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2025000901,3,0,HIGH,1.1,1.02,141.0,4.0,1.0,0.0,1.282,,2025-08-28
5610150222528723,소파,M202500571,ERICA,2025-08-21,818000,2025-08-28,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2025000901,3,0,HIGH,1.1,1.02,162.0,4.0,0.0,0.0,1.35,,2025-08-28
5610150222528723,소파,M200700662,ERICA,2007-10-28,691000,2007-11-01,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2007000902,2,0,HIGH,1.1,1.02,126.0,3.0,0.0,1.0,1.125,,2007-11-01
5610150222528723,소파,M200700663,ERICA,2007-10-28,691000,2007-11-01,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2007000902,2,0,HIGH,1.1,1.02,197.0,4.0,1.0,0.0,1.35,,2007-11-01
5610150222528723,소파,M201700504,ERICA,2017-04-12,738000,2017-04-18,공학대학RC행정팀(ERICA),운용,8,미출력,확정,자체구입,C352,B2017000903,2,0,HIGH,1.1,1.02,86.0,5.0,1.0,0.0,0.927,,2017-04-18
5610150222528723,소파,M201700505,ERICA,2017-04-12,738000,2017-04-18,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2017000903,2,0,HIGH,1.1,1.02,137.0,4.0,1.0,0.0,1.196,,2017-04-18
5610150222528723,소파,M200500900,ERICA,2005-03-07,717000,2005-03-10,공학대학RC행정팀(ERICA),운용,8,출력,확정,자체구입,C352,B2005000904,2,0,HIGH,1.1,1.02,115.0,4.0,1.0,1.0,1.163,,2005-03-10
5610150222528723,소파,M200500901,ERICA,2005-03-07,717000,2005-03-10,공학대학RC행정팀(ERICA),처분,8,출력,확정,자체구입,C352,B2005000904,2,0,HIGH,1.1,1.02,146.0,3.0,1.0,1.0,1.35,,2005-03-10
